fips,place,state,hs_total,hs_occupied,hs_vacant
3714100,Concord,NC,32130,29137,2993
3714200,Conetoe,NC,140,118,22
3714280,Connelly Springs,NC,731,652,79
3714340,Conover,NC,3654,3368,286
3714400,Conway,NC,405,358,47
3714460,Cooleemee,NC,461,372,89
3714600,Cordova,NC,758,704,54
3714700,Cornelius,NC,11947,10767,1180
3715020,Cove City,NC,195,170,25
3715040,Cove Creek,NC,604,485,119
3715260,Cramerton,NC,1834,1674,160
3715320,Creedmoor,NC,1728,1550,178
3715420,Creswell,NC,133,117,16
3715440,Cricket,NC,889,779,110
3715580,Crossnore,NC,87,54,33
3715880,Cullowhee,NC,1874,1694,180
3716180,Dallas,NC,2003,1792,211
3716220,Dana,NC,1454,1267,187
3716240,Danbury,NC,55,42,13
3716400,Davidson,NC,4253,3671,582
3716480,Davis,NC,263,189,74
3716730,Deercroft,NC,190,181,9
3716780,Delco,NC,157,143,14
3716820,Dellview,NC,5,5,0
3716860,Delway,NC,100,82,18
3716980,Denton,NC,766,680,86
3717000,Denver,NC,1058,972,86
3717180,Dillsboro,NC,140,118,22
3717325,Dobbins Heights,NC,464,390,74
3717340,Dobson,NC,641,586,55
3717520,Dortches,NC,422,383,39
3717660,Dover,NC,197,173,24
3717860,Drexel,NC,833,754,79
3718040,Dublin,NC,145,131,14
3718060,Duck,NC,2722,189,2533
3718300,Dundarrach,NC,21,18,3
3718320,Dunn,NC,4417,3956,461
3719000,Durham,NC,103221,93441,9780
3719140,Earl,NC,117,107,10
3719300,East Arcadia,NC,214,190,24
3719320,East Bend,NC,296,253,43
3719420,East Flat Rock,NC,2281,1972,309
3719620,East Laurinburg,NC,132,114,18
3719740,Eastover,NC,1637,1476,161
3719800,East Rockingham,NC,1672,1487,185
3719860,East Spencer,NC,857,633,224
3720080,Eden,NC,7796,6645,1151
3720120,Edenton,NC,2518,2075,443
3720280,Edneyville,NC,1076,879,197
3720420,Efland,NC,347,309,38
3720580,Elizabeth City,NC,8167,6982,1185
3720600,Elizabethtown,NC,1832,1586,246
3720620,Elkin,NC,1982,1680,302
3720700,Elk Park,NC,250,207,43
3720780,Ellenboro,NC,403,339,64
3720840,Ellerbe,NC,490,425,65
3720980,Elm City,NC,639,555,84
3721095,Elon,NC,3063,2794,269
3721120,Elrod,NC,192,160,32
3721130,Elroy,NC,1756,1596,160
3721160,Emerald Isle,NC,6735,1732,5003
3721360,Enfield,NC,1127,946,181
3721380,Engelhard,NC,237,163,74
3721500,Enochville,NC,1251,1161,90
3721740,Erwin,NC,2015,1811,204
3721880,Etowah,NC,3520,3020,500
3721960,Eureka,NC,115,93,22
3722040,Everetts,NC,88,74,14
3722080,Evergreen,NC,199,163,36
3722240,Fair Bluff,NC,526,433,93
3722280,Fairfield,NC,140,106,34
3722305,Fairfield Harbour,NC,1829,1465,364
3722360,Fairmont,NC,1255,1136,119
3722380,Fairplains,NC,1009,870,139
3722440,Fairview,NC,1182,1072,110
3722500,Fairview,NC,1302,1228,74
3722560,Faison,NC,428,365,63
3722600,Faith,NC,356,329,27
3722620,Falcon,NC,94,74,20
3722640,Falkland,NC,39,35,4
3722720,Fallston,NC,269,237,32
3722820,Farmville,NC,2239,1981,258
3722920,Fayetteville,NC,87005,78274,8731
3722982,Fearrington Village,NC,1476,1373,103
3723520,Five Points,NC,274,244,30
3723600,Flat Rock,NC,2150,1511,639
3723640,Flat Rock,NC,745,656,89
3723760,Fletcher,NC,3208,3008,200
3724080,Forest City,NC,3658,3173,485
3724170,Forest Hills,NC,226,201,25
3724198,Forest Oaks,NC,1575,1509,66
3724380,Foscoe,NC,1458,631,827
3724440,Fountain,NC,210,181,29
3724520,Four Oaks,NC,888,807,81
3724570,Foxfire,NC,523,437,86
3724640,Franklin,NC,2142,1736,406
3724720,Franklinton,NC,1008,876,132
3724740,Franklinville,NC,438,388,50
3724900,Fremont,NC,681,544,137
3725020,Frisco,NC,364,99,265
3725160,Fruitland,NC,1183,869,314
3725300,Fuquay-Varina,NC,7325,6692,633
3725380,Gamewell,NC,1786,1616,170
3725460,Garland,NC,307,250,57
3725480,Garner,NC,10993,10207,786
3725540,Garysburg,NC,536,461,75
3725560,Gaston,NC,531,465,66
3725580,Gastonia,NC,31238,27770,3468
3725680,Gatesville,NC,168,139,29
3725880,Germanton,NC,384,359,25
3725900,Gerton,NC,319,130,189
3725940,Gibson,NC,256,219,37
3725980,Gibsonville,NC,2798,2584,214
3726200,Glen Alpine,NC,678,614,64
3726460,Glen Raven,NC,1152,1038,114
3726520,Glenville,NC,235,60,175
3726680,Gloucester,NC,343,234,109
3726740,Godwin,NC,60,54,6
3726880,Goldsboro,NC,16824,14965,1859
3726920,Goldston,NC,144,121,23
3727120,Gorman,NC,433,405,28
3727280,Graham,NC,6523,5801,722
3727320,Grandfather,NC,409,15,394
3727420,Granite Falls,NC,2077,1863,214
3727440,Granite Quarry,NC,1246,1149,97
3727520,Grantsboro,NC,323,278,45
3727780,Greenevers,NC,286,242,44
3727870,Green Level,NC,909,779,130
3728000,Greensboro,NC,124074,111731,12343
3728080,Greenville,NC,40564,36071,4493
3728200,Grifton,NC,1130,1040,90
3728240,Grimesland,NC,191,163,28
3728400,Grover,NC,315,265,50
3728600,Gulf,NC,75,61,14
3728900,Half Moon,NC,3054,2933,121
3728920,Halifax,NC,131,103,28
3729000,Hallsboro,NC,249,199,50
3729120,Hamilton,NC,224,181,43
3729160,Hamlet,NC,2858,2561,297
3729180,Hampstead,NC,1823,1608,215
3729560,Harkers Island,NC,1177,529,648
3729640,Harmony,NC,237,206,31
3729680,Harrells,NC,95,82,13
3729720,Harrellsville,NC,53,46,7
3729800,Harrisburg,NC,4174,4003,171
3730040,Hassell,NC,40,38,2
3730100,Hatteras,NC,876,225,651
3730120,Havelock,NC,6810,6409,401
3730260,Haw River,NC,1035,921,114
3730280,Hayesville,NC,188,147,41
3730340,Hays,NC,796,719,77
3730620,Hemby Bridge,NC,594,562,32
3730660,Henderson,NC,7101,6164,937
3730720,Hendersonville,NC,7744,6450,1294
3730800,Henrietta,NC,236,193,43
3730900,Hertford,NC,1062,875,187
3731060,Hickory,NC,18719,16614,2105
3731260,Hiddenite,NC,260,230,30
3731360,Highlands,NC,2099,461,1638
3731400,High Point,NC,46677,40912,5765
3731440,High Shoals,NC,308,269,39
3731440,High Shoals,NC,308,269,39
3731490,Hightsville,NC,180,152,28
3731500,Hildebran,NC,888,806,82
3731620,Hillsborough,NC,2593,2324,269
3731660,Hillsdale,NC,460,402,58
3731860,Hobgood,NC,188,155,33
3731880,Hobucken,NC,137,66,71
3731920,Hoffman,NC,237,212,25
3731960,Holden Beach,NC,2335,296,2039
3732100,Hollister,NC,335,283,52
3732180,Holly Ridge,NC,759,584,175
3732260,Holly Springs,NC,8658,8147,511
3732540,Hookerton,NC,212,176,36
3732580,Hoopers Creek,NC,475,437,38
3732640,Hope Mills,NC,6048,5621,427
3732740,Horse Shoe,NC,1057,941,116
3732840,Hot Springs,NC,361,256,105
3732980,Hudson,NC,1694,1568,126
3733120,Huntersville,NC,18477,17423,1054
3733320,Icard,NC,1211,1057,154
3733460,Indian Beach,NC,1565,66,1499
3733560,Indian Trail,NC,11700,11121,579
3733640,Ingold,NC,191,162,29
3733820,Iron Station,NC,347,309,38
3733940,Ivanhoe,NC,129,111,18
3733993,JAARS,NC,177,153,24
3734000,Jackson,NC,256,216,40
3734038,Jackson Heights,NC,491,458,33
3734200,Jacksonville,NC,21135,19985,1150
3734260,James City,NC,2636,2367,269
3734300,Jamestown,NC,1517,1380,137
3734320,Jamesville,NC,256,205,51
3734440,Jefferson,NC,754,656,98
3734840,Jonesville,NC,1179,1030,149
3735200,Kannapolis,NC,18645,16375,2270
3735340,Keener,NC,261,227,34
3735360,Kelford,NC,130,98,32
3735440,Kelly,NC,312,266,46
3735460,Kenansville,NC,480,410,70
3735540,Kenly,NC,703,569,134
3735600,Kernersville,NC,10951,10038,913
3735720,Kill Devil Hills,NC,6617,2813,3804
3735760,King,NC,3073,2856,217
3735870,Kings Grant,NC,3497,3283,214
3735880,Kings Mountain,NC,4597,4122,475
3735890,Kingstown,NC,281,253,28
3735920,Kinston,NC,10862,9365,1497
3736020,Kittrell,NC,81,71,10
3736060,Kitty Hawk,NC,3196,1415,1781
3736080,Knightdale,NC,4723,4226,497
3736220,Kure Beach,NC,2213,934,1279
3736400,La Grange,NC,1440,1233,207
3736480,Lake Junaluska,NC,1979,1286,693
3736500,Lake Lure,NC,2211,606,1605
3736511,Lake Norman of Catawba,NC,4045,3051,994
3736511,Lake Norman of Iredell,NC,4045,3051,994
3736512,Lake Park,NC,1245,1196,49
3736513,Lake Royale,NC,2094,1066,1028
3736514,Lake Santeetlah,NC,195,26,169
3736640,Lake Waccamaw,NC,968,558,410
3736860,Landis,NC,1426,1267,159
3736960,Lansing,NC,90,70,20
3737000,Lasker,NC,66,55,11
3737040,Lattimore,NC,154,133,21
3737120,Laurel Hill,NC,584,515,69
3737160,Laurel Park,NC,1438,1074,364
3737220,Laurinburg,NC,7048,6351,697
3737260,Lawndale,NC,289,245,44
3737640,Leggett,NC,29,24,5
3737680,Leland,NC,6583,5833,750
3737760,Lenoir,NC,8568,7594,974
3738030,Lewiston Woodville,NC,262,220,42
3738040,Lewisville,NC,5264,4936,328
3738060,Lexington,NC,8938,7376,1562
3738100,Liberty,NC,1237,1091,146
3738170,Light Oak,NC,334,281,53
3738200,Lilesville,NC,232,210,22
3738220,Lillington,NC,1122,981,141
3738320,Lincolnton,NC,4842,4238,604
3738360,Linden,NC,65,56,9
3738680,Littleton,NC,395,327,68
3738860,Locust,NC,1271,1137,134
3739280,Long View,NC,2315,2067,248
3739360,Louisburg,NC,1345,1197,148
3739420,Love Valley,NC,118,47,71
3739480,Lowell,NC,1536,1393,143
3739520,Lowesville,NC,1187,1123,64
3739540,Lowgap,NC,157,132,25
3739600,Lucama,NC,478,398,80
3739680,Lumber Bridge,NC,51,45,6
3739700,Lumberton,NC,8877,8084,793
3739880,McAdenville,NC,283,252,31
3739960,Macclesfield,NC,256,218,38
3740140,McDonald,NC,49,43,6
3740240,McFarlan,NC,50,42,8
3740460,McLeansville,NC,479,438,41
3740540,Macon,NC,63,52,11
3740560,Madison,NC,1128,1002,126
3740600,Maggie Valley,NC,1648,551,1097
3740640,Magnolia,NC,416,340,76
3740660,Maiden,NC,1383,1248,135
3740860,Mamers,NC,357,321,36
3740980,Manns Harbor,NC,455,322,133
3741060,Manteo,NC,1353,681,672
3741220,Marble,NC,169,132,37
3741380,Marietta,NC,79,65,14
3741420,Marion,NC,3132,2791,341
3741540,Mar-Mac,NC,1581,1456,125
3741580,Marshall,NC,484,390,94
3741600,Marshallberg,NC,303,202,101
3741620,Mars Hill,NC,619,538,81
3741640,Marshville,NC,926,809,117
3741720,Marvin,NC,1625,1553,72
3741960,Matthews,NC,11021,10526,495
3742000,Maury,NC,243,229,14
3742020,Maxton,NC,1117,980,137
3742060,Mayodan,NC,1330,1173,157
3742100,Maysville,NC,489,409,80
3742240,Mebane,NC,5045,4716,329
3742480,Mesic,NC,130,92,38
3742620,Micro,NC,212,188,24
3742640,Middleburg,NC,56,53,3
3742700,Middlesex,NC,417,343,74
3742760,Midland,NC,1283,1192,91
3742860,Midway,NC,1963,1863,100
3743160,Millers Creek,NC,1002,892,110
3743200,Millingport,NC,256,236,20
3743260,Mills River,NC,3108,2808,300
3743300,Milton,NC,108,78,30
3743360,Mineral Springs,NC,1028,950,78
3743440,Minnesott Beach,NC,340,211,129
3743480,Mint Hill,NC,9149,8528,621
3743580,Misenheimer,NC,133,111,22
3743720,Mocksville,NC,2218,1976,242
3743860,Momeyer,NC,111,101,10
3743880,Moncure,NC,371,294,77
3743920,Monroe,NC,12375,11120,1255
3744100,Montreat,NC,666,201,465
3744160,Mooresboro,NC,153,128,25
3744220,Mooresville,NC,13655,12374,1281
3744280,Moravian Falls,NC,862,754,108
3744320,Morehead City,NC,5383,4114,1269
3744400,Morganton,NC,7618,6641,977
3744520,Morrisville,NC,8357,7641,716
3744560,Morven,NC,258,207,51
3744700,Mountain Home,NC,1631,1441,190
3744770,Mountain View,NC,1439,1363,76
3744800,Mount Airy,NC,5296,4721,575
3744900,Mount Gilead,NC,574,487,87
3744960,Mount Holly,NC,5905,5449,456
3745100,Mount Olive,NC,2119,1818,301
3745140,Mount Pleasant,NC,689,619,70
3745460,Moyock,NC,1295,1212,83
3745560,Mulberry,NC,1072,971,101
3745640,Murfreesboro,NC,1107,986,121
3745660,Murphy,NC,860,703,157
3745720,Murraysville,NC,6088,5811,277
3745840,Myrtle Grove,NC,3833,3541,292
3745880,Nags Head,NC,4884,1223,3661
3746000,Nashville,NC,2360,2207,153
3746060,Navassa,NC,661,570,91
3746280,Neuse Forest,NC,824,772,52
3746340,New Bern,NC,14471,12770,1701
3746740,Newland,NC,362,310,52
3746820,New London,NC,260,233,27
3746860,Newport,NC,1697,1563,134
3747000,Newton,NC,5695,5105,590
3747020,Newton Grove,NC,265,227,38
3747240,Norlina,NC,567,471,96
3747260,Norman,NC,69,54,15
3747485,Northchase,NC,1644,1554,90
3747695,Northlakes,NC,657,603,54
3747845,North Topsail Beach,NC,2547,400,2147
3747860,Northwest,NC,326,288,38
3747880,North Wilkesboro,NC,1996,1686,310
3747980,Norwood,NC,1311,960,351
3748040,Oakboro,NC,810,712,98
3748060,Oak City,NC,188,146,42
3748345,Oak Island,NC,8686,3223,5463
3748480,Oak Ridge,NC,2226,2106,120
3748700,Ocean Isle Beach,NC,3206,279,2927
3748740,Ocracoke,NC,983,420,563
3748790,Ogden,NC,2824,2642,182
3748920,Old Fort,NC,487,421,66
3748940,Old Hundred,NC,108,99,9
3749380,Oriental,NC,682,477,205
3749460,Orrum,NC,50,39,11
3749600,Ossipee,NC,273,216,57
3749800,Oxford,NC,3771,3410,361
3750080,Pantego,NC,88,72,16
3750340,Parkton,NC,209,170,39
3750540,Parmele,NC,145,116,29
3750700,Patterson Springs,NC,270,249,21
3750820,Peachland,NC,217,181,36
3751040,Peletier,NC,393,285,108
3751080,Pembroke,NC,1266,1132,134
3751780,Pikeville,NC,334,299,35
3751820,Pilot Mountain,NC,739,669,70
3751840,Pinebluff,NC,579,531,48
3751940,Pinehurst,NC,7634,6047,1587
3752000,Pine Knoll Shores,NC,2049,653,1396
3752020,Pine Level,NC,760,698,62
3752140,Pinetops,NC,664,570,94
3752160,Pinetown,NC,84,66,18
3752220,Pineville,NC,4051,3688,363
3752260,Piney Green,NC,5191,4846,345
3752400,Pink Hill,NC,240,212,28
3752500,Pinnacle,NC,384,344,40
3752660,Pittsboro,NC,1606,1480,126
3752685,Plain View,NC,848,762,86
3752760,Pleasant Garden,NC,1819,1690,129
3752920,Pleasant Hill,NC,434,375,59
3753040,Plymouth,NC,1856,1594,262
3753140,Polkton,NC,516,441,75
3753160,Polkville,NC,279,231,48
3753200,Pollocksville,NC,167,139,28
3753475,Porters Neck,NC,2780,2512,268
3753580,Potters Hill,NC,235,206,29
3753680,Powellsville,NC,150,131,19
3753820,Princeton,NC,571,502,69
3753840,Princeville,NC,845,775,70
3753900,Proctorville,NC,56,49,7
3753950,Prospect,NC,364,345,19
3754160,Pumpkin Center,NC,827,794,33
3754580,Raeford,NC,1950,1810,140
3754600,Raemon,NC,113,103,10
3755000,Raleigh,NC,176124,162999,13125
3755040,Ramseur,NC,747,640,107
3755080,Randleman,NC,1883,1739,144
3755260,Ranlo,NC,1369,1263,106
3755340,Raynham,NC,30,28,2
3755460,Red Cross,NC,340,319,21
3755640,Red Oak,NC,1376,1270,106
3755660,Red Springs,NC,1604,1397,207
3755900,Reidsville,NC,7158,6262,896
3755940,Rennert,NC,139,122,17
3756100,Rex,NC,35,30,5
3756240,Rhodhiss,NC,468,414,54
3756340,Richfield,NC,258,227,31
3756360,Richlands,NC,690,599,91
3756440,Rich Square,NC,489,397,92
3756600,Riegelwood,NC,260,237,23
3756710,River Bend,NC,1577,1414,163
3756815,River Road,NC,2159,1789,370
3756900,Roanoke Rapids,NC,7085,6437,648
3757000,Robbins,NC,457,378,79
3757020,Robbinsville,NC,384,283,101
3757100,Robersonville,NC,799,677,122
3757200,Rockfish,NC,1271,1193,78
3757260,Rockingham,NC,4544,4042,502
3757340,Rockwell,NC,927,848,79
3757500,Rocky Mount,NC,26953,23097,3856
3757540,Rocky Point,NC,609,540,69
3757580,Rodanthe,NC,580,118,462
3757640,Rolesville,NC,1341,1236,105
3757700,Ronda,NC,205,173,32
3757740,Roper,NC,318,265,53
3757800,Roseboro,NC,587,512,75
3757860,Rose Hill,NC,748,660,88
3758020,Rosman,NC,272,230,42
3758040,Rougemont,NC,442,412,30
3758140,Rowland,NC,535,463,72
3758160,Roxboro,NC,4044,3479,565
3758180,Roxobel,NC,128,111,17
3758260,Royal Pines,NC,1892,1756,136
3758340,Ruffin,NC,211,162,49
3758360,Rural Hall,NC,1433,1249,184
3758420,Ruth,NC,203,177,26
3758440,Rutherford College,NC,614,575,39
3758460,Rutherfordton,NC,1987,1730,257
3758620,St. Helena,NC,184,157,27
3758630,St. James,NC,2263,1575,688
3758720,St. Pauls,NC,865,798,67
3758730,St. Stephens,NC,3633,3329,304
3758740,Salem,NC,1036,947,89
3758840,Salemburg,NC,240,208,32
3758860,Salisbury,NC,14626,12567,2059
3758920,Saluda,NC,493,310,183
3758940,Salvo,NC,606,106,500
3759090,Sandy Creek,NC,104,92,12
3759135,Sandyfield,NC,186,164,22
3759280,Sanford,NC,11411,10458,953
3759340,Saratoga,NC,188,166,22
3759540,Sawmills,NC,2267,2068,199
3759580,Saxapahaw,NC,743,691,52
3759765,Scotch Meadows,NC,204,195,9
3759780,Scotland Neck,NC,1085,901,184
3759980,Seaboard,NC,363,300,63
3760000,Sea Breeze,NC,1011,838,173
3760080,Seagrove,NC,125,97,28
3760180,Sedalia,NC,279,249,30
3760320,Selma,NC,2590,2215,375
3760505,Seven Devils,NC,579,93,486
3760515,Seven Lakes,NC,2352,2089,263
3760540,Seven Springs,NC,61,55,6
3760560,Severn,NC,143,126,17
3760800,Shallotte,NC,1908,1583,325
3760940,Shannon,NC,92,86,6
3761060,Sharpsburg,NC,930,826,104
3761200,Shelby,NC,9919,8570,1349
3761860,Siler City,NC,2890,2603,287
3761920,Silver City,NC,418,351,67
3761950,Silver Lake,NC,2278,2114,164
3762040,Simpson,NC,217,183,34
3762060,Sims,NC,117,113,4
3762190,Skippers Corner,NC,926,868,58
3762520,Smithfield,NC,4834,4363,471
3762680,Sneads Ferry,NC,1552,1166,386
3762760,Snow Hill,NC,804,714,90
3763120,Southern Pines,NC,6859,5866,993
3763130,Southern Shores,NC,2369,1159,1210
3763240,South Henderson,NC,520,451,69
3763340,South Mills,NC,186,171,15
3763360,Southmont,NC,782,593,189
3763400,Southport,NC,1777,1294,483
3763470,South Rosemary,NC,1352,1199,153
3763560,South Weldon,NC,289,241,48
3763680,Sparta,NC,966,783,183
3763720,Speed,NC,38,35,3
3763760,Spencer,NC,1426,1234,192
3763780,Spencer Mountain,NC,8,8,0
3763880,Spindale,NC,2051,1740,311
3763920,Spivey's Corner,NC,201,178,23
3764160,Spring Hope,NC,722,642,80
3764180,Spring Lake,NC,4855,4202,653
3764260,Spruce Pine,NC,1042,868,174
3764380,Staley,NC,171,150,21
3764420,Stallings,NC,5310,5096,214
3764460,Stanfield,NC,574,539,35
3764500,Stanley,NC,1507,1364,143
3764560,Stantonsburg,NC,382,336,46
3764580,Star,NC,420,361,59
3764740,Statesville,NC,11554,9965,1589
3764840,Stedman,NC,447,404,43
3764940,Stem,NC,225,194,31
3765020,Stokes,NC,174,161,13
3765040,Stokesdale,NC,1955,1823,132
3765100,Stoneville,NC,537,464,73
3765120,Stonewall,NC,143,117,26
3765260,Stony Point,NC,585,516,69
3765320,Stovall,NC,191,170,21
3765530,Sugar Mountain,NC,1540,94,1446
3765580,Summerfield,NC,3756,3543,213
3765700,Sunbury,NC,144,129,15
3765900,Sunset Beach,NC,5110,1871,3239
3766040,Surf City,NC,3312,850,2462
3766280,Swannanoa,NC,1954,1757,197
3766340,Swan Quarter,NC,205,151,54
3766360,Swansboro,NC,1379,1157,222
3766460,Swepsonville,NC,531,469,62
3766500,Sylva,NC,1338,1138,200
3766520,Tabor City,NC,1239,1095,144
3766700,Tarboro,NC,4993,4565,428
3766740,Tar Heel,NC,65,60,5
3766960,Taylorsville,NC,1026,874,152
3766980,Taylortown,NC,350,303,47
3767000,Teachey,NC,188,144,44
3767420,Thomasville,NC,11870,10537,1333
3767700,Toast,NC,704,634,70
3767720,Tobaccoville,NC,1095,1029,66
3768040,Topsail Beach,NC,1298,187,1111
3768320,Trenton,NC,137,111,26
3768340,Trent Woods,NC,1836,1722,114
3768400,Trinity,NC,2865,2641,224
3768500,Troutman,NC,1024,903,121
3768520,Troy,NC,1262,1115,147
3768580,Tryon,NC,1066,819,247
3768740,Turkey,NC,116,111,5
3769020,Tyro,NC,1603,1445,158
3769260,Unionville,NC,2213,2100,113
3769520,Valdese,NC,2159,1927,232
3769600,Valle Crucis,NC,326,183,143
3769640,Valley Hill,NC,1200,952,248
3769680,Vanceboro,NC,429,383,46
3769720,Vandemere,NC,148,108,40
3769740,Vander,NC,581,510,71
3769755,Vann Crossroads,NC,152,142,10
3769795,Varnamtown,NC,277,226,51
3769840,Vass,NC,348,303,45
3770320,Waco,NC,149,127,22
3770340,Wade,NC,258,225,33
3770380,Wadesboro,NC,2692,2303,389
3770480,Wagram,NC,373,332,41
3770540,Wake Forest,NC,11370,10521,849
3770580,Wakulla,NC,43,40,3
3770660,Walkertown,NC,2106,1914,192
3770720,Wallace,NC,1815,1621,194
3770740,Wallburg,NC,1217,1145,72
3770780,Walnut Cove,NC,755,681,74
3770820,Walnut Creek,NC,363,342,21
3770860,Walstonburg,NC,107,90,17
3770920,Wanchese,NC,789,680,109
3771100,Warrenton,NC,528,438,90
3771160,Warsaw,NC,1447,1239,208
3771220,Washington,NC,4754,4197,557
3771240,Washington Park,NC,220,195,25
3771320,Watha,NC,86,76,10
3771440,Waves,NC,320,58,262
3771460,Waxhaw,NC,3517,3242,275
