sumlev,logrecno,place_id_2010,name,total,rc_white,rc_black,rc_am_indian,rc_asian,rc_pac_isl,rc_other,rc_multi,eth_hispanic,eth_non_hisp,eth_white_nh,eth_black_nh,eth_am_indian_nh,eth_asian_nh,eth_pac_isl_nh,eth_other_nh,eth_mult_nh
160,0386661,3737120,Laurel Hill,1254,817,267,135,6,0,7,22,14,1240,809,267,134,6,0,2,22
160,0386666,3737160,Laurel Park,2180,2097,34,3,7,2,18,19,57,2123,2066,32,3,7,2,2,11
160,0386672,3737220,Laurinburg,15962,6861,7470,971,155,6,176,323,326,15636,6767,7447,949,155,5,12,301
160,0386678,3737260,Lawndale,606,480,93,0,1,0,19,13,29,577,473,93,0,1,0,0,10
160,0386683,3737640,Leggett,60,40,17,0,0,0,0,3,0,60,40,17,0,0,0,0,3
160,0386688,3737680,Leland,13527,11343,1356,83,201,2,268,274,662,12865,11020,1342,72,195,0,24,212
160,0386693,3737760,Lenoir,18228,14282,2311,76,155,12,955,437,1640,16588,13776,2277,37,152,5,24,317
160,0386699,3738030,Lewiston Woodville,549,77,448,3,7,6,6,2,11,538,77,448,3,7,0,1,2
160,0386704,3738040,Lewisville,12639,11408,635,38,215,5,141,197,429,12210,11162,631,29,214,2,14,158
160,0386710,3738060,Lexington,18931,10358,5377,126,554,1,2027,488,3082,15849,9424,5331,93,549,1,81,370
160,0386717,3738100,Liberty,2656,1789,541,28,6,0,194,98,383,2273,1656,533,14,6,0,2,62
160,0386722,3738170,Light Oak,691,181,506,2,0,0,2,0,13,678,170,506,2,0,0,0,0
160,0386727,3738200,Lilesville,536,257,265,1,1,0,4,8,4,532,257,265,1,1,0,0,8
160,0386732,3738220,Lillington,3194,1710,1272,30,29,9,92,52,280,2914,1541,1261,30,29,9,5,39
160,0386737,3738320,Lincolnton,10486,8029,1433,32,58,0,642,292,1683,8803,7135,1394,29,54,0,23,168
160,0386742,3738360,Linden,130,100,16,4,1,0,7,2,7,123,100,16,4,1,0,0,2
160,0386747,3738680,Littleton,674,326,317,8,3,3,10,7,8,666,324,317,8,3,3,4,7
160,0386752,3738860,Locust,2930,2740,67,4,20,0,77,22,177,2753,2640,66,4,20,0,3,20
160,0386760,3739280,Long View,4871,3629,554,19,242,1,279,147,515,4356,3425,547,15,238,1,2,128
160,0386768,3739360,Louisburg,3359,1588,1575,11,29,0,99,57,185,3174,1524,1564,9,29,0,5,43
160,0386773,3739420,Love Valley,90,79,0,0,0,0,8,3,9,81,79,0,0,0,0,0,2
160,0386778,3739480,Lowell,3526,3030,308,18,35,5,86,44,200,3326,2935,300,18,35,2,8,28
160,0386783,3739520,Lowesville,2945,2713,136,17,21,0,29,29,73,2872,2669,134,16,21,0,6,26
160,0386788,3739540,Lowgap,324,309,3,0,0,0,9,3,13,311,305,3,0,0,0,0,3
160,0386793,3739600,Lucama,1108,540,276,7,0,2,263,20,307,801,503,276,7,0,2,2,11
160,0386798,3739680,Lumber Bridge,94,71,15,4,1,0,3,0,3,91,71,15,4,1,0,0,0
160,0386803,3739700,Lumberton,21542,8794,8005,2820,519,42,790,572,1451,20091,8411,7914,2738,512,25,15,476
160,0386810,3739880,McAdenville,651,581,14,10,6,1,25,14,37,614,576,14,8,6,1,2,7
160,0386815,3739960,Macclesfield,471,371,66,0,9,0,11,14,13,458,371,66,0,9,0,0,12
160,0386820,3740140,McDonald,113,46,19,45,0,0,1,2,0,113,46,19,45,0,0,1,2
160,0386825,3740240,McFarlan,117,74,27,1,0,0,15,0,22,95,67,27,1,0,0,0,0
160,0386830,3740460,McLeansville,1021,957,43,2,6,0,6,7,34,987,930,43,2,5,0,0,7
160,0386835,3740540,Macon,119,101,16,1,0,0,0,1,0,119,101,16,1,0,0,0,1
160,0386840,3740560,Madison,2246,1463,655,13,3,1,52,59,115,2131,1406,653,13,3,1,2,53
160,0386845,3740600,Maggie Valley,1150,1065,7,9,21,0,37,11,61,1089,1042,7,9,21,0,0,10
160,0386851,3740640,Magnolia,939,322,316,8,3,2,271,17,378,561,223,314,6,3,2,2,11
160,0386856,3740660,Maiden,3310,2767,374,15,42,0,62,50,205,3105,2653,367,14,42,0,3,26
160,0386864,3740860,Mamers,826,756,24,16,4,2,16,8,60,766,720,24,8,4,2,0,8
160,0386869,3740980,Manns Harbor,821,732,6,4,4,0,58,17,102,719,689,6,4,4,0,0,16
160,0386874,3741060,Manteo,1434,1215,121,12,5,0,38,43,129,1305,1136,118,12,5,0,1,33
160,0386879,3741220,Marble,321,311,0,6,0,0,0,4,2,319,311,0,6,0,0,0,2
160,0386884,3741380,Marietta,175,74,99,0,0,0,0,2,0,175,74,99,0,0,0,0,2
160,0386889,3741420,Marion,7838,5999,872,40,59,0,714,154,1028,6810,5748,846,29,57,0,11,119
160,0386894,3741540,Mar-Mac,3615,2056,1072,10,43,1,349,84,497,3118,1943,1043,8,41,1,13,69
160,0386899,3741580,Marshall,872,850,0,7,1,1,0,13,12,860,840,0,6,1,1,0,12
160,0386904,3741600,Marshallberg,403,394,0,0,6,0,0,3,1,402,394,0,0,6,0,0,2
160,0386909,3741620,Mars Hill,1869,1628,168,4,18,3,12,36,64,1805,1580,163,4,18,3,5,32
160,0386914,3741640,Marshville,2402,1153,1089,14,5,0,95,46,278,2124,1013,1064,6,5,0,2,34
160,0386919,3741720,Marvin,5579,4810,316,10,300,1,54,88,186,5393,4666,308,9,300,1,28,81
160,0386924,3741960,Matthews,27198,22235,2609,90,1155,9,585,515,1579,25619,21344,2555,79,1148,8,74,411
160,0386933,3742000,Maury,1685,734,849,13,6,1,71,11,193,1492,621,844,13,6,1,1,6
160,0386938,3742020,Maxton,2426,466,1578,336,3,0,15,28,43,2383,446,1576,329,3,0,2,27
160,0386946,3742060,Mayodan,2478,2125,255,11,5,2,44,36,99,2379,2080,249,11,5,2,2,30
160,0386951,3742100,Maysville,1019,461,497,7,7,0,13,34,48,971,438,491,6,7,0,2,27
160,0386956,3742240,Mebane,11393,8378,2324,52,142,13,187,297,684,10709,7995,2298,29,140,13,21,213
160,0386966,3742480,Mesic,220,86,133,0,0,0,1,0,0,220,86,133,0,0,0,1,0
160,0386971,3742620,Micro,441,345,55,0,1,0,37,3,42,399,341,54,0,1,0,0,3
160,0386976,3742640,Middleburg,133,39,85,0,0,0,4,5,4,129,39,85,0,0,0,0,5
160,0386981,3742700,Middlesex,822,433,243,6,0,1,119,20,133,689,419,243,6,0,0,1,20
160,0386986,3742760,Midland,3073,2763,192,8,27,0,27,56,109,2964,2696,188,8,27,0,2,43
160,0386995,3742860,Midway,4679,4129,382,17,24,3,81,43,163,4516,4061,380,9,24,3,1,38
160,0387002,3743160,Millers Creek,2112,1991,19,2,2,0,66,32,96,2016,1967,18,2,2,0,1,26
160,0387007,3743200,Millingport,599,581,4,1,10,0,1,2,12,587,572,4,1,10,0,0,0
160,0387012,3743260,Mills River,6802,6442,116,19,49,0,78,98,265,6537,6287,115,15,47,0,11,62
160,0387017,3743300,Milton,166,85,77,0,0,0,0,4,0,166,85,77,0,0,0,0,4
160,0387022,3743360,Mineral Springs,2639,2162,366,12,14,0,43,42,121,2518,2096,366,9,14,0,2,31
160,0387027,3743440,Minnesott Beach,440,415,8,1,5,0,5,6,31,409,389,8,1,5,0,0,6
160,0387032,3743480,Mint Hill,22722,17818,2804,139,576,6,927,452,1883,20839,17016,2735,113,559,6,54,356
160,0387039,3743580,Misenheimer,728,637,52,2,10,0,11,16,31,697,619,51,2,9,0,1,15
160,0387044,3743720,Mocksville,5051,3734,736,31,41,1,337,171,607,4444,3522,726,12,37,1,6,140
160,0387049,3743860,Momeyer,224,199,19,0,0,2,1,3,1,223,199,19,0,0,2,0,3
160,0387054,3743880,Moncure,711,385,260,3,2,0,49,12,68,643,369,259,3,2,0,0,10
160,0387059,3743920,Monroe,32797,17063,8274,204,301,7,6106,842,9651,23146,14149,8142,92,287,4,49,423
160,0387066,3744100,Montreat,723,660,37,0,5,1,10,10,20,703,654,36,0,5,1,1,6
160,0387071,3744160,Mooresboro,311,252,52,2,1,0,1,3,3,308,250,52,2,1,0,0,3
160,0387076,3744220,Mooresville,32711,26229,3567,162,1073,12,874,794,2252,30459,25074,3507,122,1068,10,42,636
160,0387083,3744280,Moravian Falls,1901,1467,94,10,14,0,272,44,493,1408,1262,93,8,14,0,2,29
160,0387088,3744320,Morehead City,8661,7102,931,46,136,21,207,218,598,8063,6746,920,39,136,20,18,184
160,0387093,3744400,Morganton,16918,11854,2057,144,399,250,1730,484,2777,14141,11240,2020,34,391,136,27,293
160,0387098,3744520,Morrisville,18576,10030,2402,75,5058,12,375,624,1092,17484,9417,2352,71,5051,12,36,545
160,0387106,3744560,Morven,511,101,381,2,0,0,11,16,15,496,101,381,2,0,0,0,12
160,0387111,3744700,Mountain Home,3622,3244,112,24,52,24,100,66,310,3312,3047,109,17,52,24,1,62
160,0387116,3744770,Mountain View,3552,3049,289,7,96,4,52,55,149,3403,2963,286,2,91,3,6,52
160,0387121,3744800,Mount Airy,10388,8741,856,29,148,6,380,228,699,9689,8484,846,29,147,3,2,178
160,0387127,3744900,Mount Gilead,1181,487,661,1,8,0,6,18,14,1167,484,657,0,8,0,1,17
160,0387132,3744960,Mount Holly,13656,10979,1735,53,332,7,331,219,749,12907,10588,1717,39,331,7,27,198
160,0387138,3745100,Mount Olive,4589,1856,2317,37,20,1,280,78,423,4166,1769,2306,18,12,1,8,52
160,0387149,3745140,Mount Pleasant,1652,1558,66,1,11,0,9,7,29,1623,1543,61,1,11,0,0,7
160,0387154,3745460,Moyock,3759,3325,259,14,45,8,34,74,134,3625,3255,255,14,38,7,0,56
160,0387159,3745560,Mulberry,2332,2229,23,1,8,0,57,14,90,2242,2193,23,1,8,0,6,11
160,0387164,3745640,Murfreesboro,2835,1274,1444,7,27,1,43,39,83,2752,1245,1424,7,27,1,19,29
160,0387169,3745660,Murphy,1627,1425,67,40,34,0,22,39,68,1559,1383,66,39,34,0,3,34
160,0387174,3745720,Murraysville,14215,11314,1943,45,276,8,332,297,748,13467,10974,1922,36,274,7,23,231
160,0387180,3745840,Myrtle Grove,8875,8254,285,29,103,7,72,125,184,8691,8149,279,29,102,7,21,104
160,0387185,3745880,Nags Head,2757,2608,44,15,9,1,39,41,89,2668,2561,43,14,9,1,2,38
160,0387190,3746000,Nashville,5352,2742,2437,32,22,1,46,72,86,5266,2723,2423,31,22,1,2,64
160,0387196,3746060,Navassa,1505,408,957,8,2,0,73,57,150,1355,351,942,7,2,0,2,51
160,0387201,3746280,Neuse Forest,2005,1725,133,3,58,5,16,65,109,1896,1646,131,3,57,4,1,54
160,0387206,3746340,New Bern,29524,17099,9790,108,1054,34,733,706,1712,27812,16400,9679,82,1049,23,22,557
160,0387213,3746740,Newland,698,620,6,6,3,4,53,6,71,627,604,6,6,3,1,3,4
160,0387218,3746820,New London,600,540,29,2,23,0,5,1,5,595,540,29,2,23,0,0,1
160,0387223,3746860,Newport,4150,3391,470,22,70,4,62,131,194,3956,3294,463,18,69,4,7,101
160,0387228,3747000,Newton,12968,9551,1804,47,427,2,806,331,1678,11290,8805,1775,30,426,1,23,230
160,0387234,3747020,Newton Grove,569,408,61,6,5,0,86,3,86,483,404,60,6,5,0,6,2
160,0387239,3747240,Norlina,1118,542,505,2,4,0,42,23,70,1048,515,504,1,4,0,4,20
160,0387244,3747260,Norman,138,82,27,8,0,0,20,1,33,105,73,23,8,0,0,0,1
160,0387249,3747485,Northchase,3747,2944,574,28,64,0,48,89,158,3589,2861,561,27,64,0,7,69
160,0387254,3747695,Northlakes,1534,1487,11,2,19,0,3,12,29,1505,1464,11,2,19,0,0,9
160,0387259,3747845,North Topsail Beach,743,701,13,4,10,3,8,4,24,719,687,11,4,10,3,0,4
160,0387264,3747860,Northwest,735,220,490,0,2,0,12,11,24,711,210,490,0,2,0,0,9
160,0387269,3747880,North Wilkesboro,4245,3099,578,17,26,1,431,93,556,3689,2987,569,13,25,1,18,76
160,0387274,3747980,Norwood,2379,1704,522,20,16,0,90,27,121,2258,1677,521,20,12,0,3,25
160,0387279,3748040,Oakboro,1859,1466,240,14,7,0,111,21,146,1713,1438,240,9,7,0,4,15
160,0387284,3748060,Oak City,317,119,191,1,0,0,5,1,6,311,119,187,1,0,0,3,1
160,0387289,3748345,Oak Island,6783,6560,44,41,19,2,38,79,96,6687,6506,44,39,19,2,9,68
160,0387294,3748480,Oak Ridge,6185,5499,319,24,208,1,70,64,186,5999,5379,318,23,208,1,19,51
160,0387299,3748700,Ocean Isle Beach,550,529,1,0,7,0,9,4,19,531,522,1,0,7,0,0,1
160,0387304,3748740,Ocracoke,948,906,15,4,2,0,15,6,181,767,740,15,4,2,0,0,6
160,0387309,3748790,Ogden,6766,6388,120,24,75,3,46,110,175,6591,6287,118,19,73,2,1,91
160,0387315,3748920,Old Fort,908,761,123,1,3,0,8,12,26,882,746,123,1,3,0,1,8
160,0387320,3748940,Old Hundred,287,150,50,50,0,0,10,27,16,271,148,47,48,0,0,4,24
160,0387325,3749380,Oriental,900,832,51,1,3,0,2,11,10,890,823,51,1,3,0,1,11
160,0387330,3749460,Orrum,91,53,24,5,0,0,9,0,13,78,49,24,5,0,0,0,0
160,0387335,3749600,Ossipee,543,462,57,0,1,0,15,8,21,522,457,56,0,1,0,0,8
160,0387340,3749800,Oxford,8461,3265,4704,36,92,0,212,152,405,8056,3137,4681,20,92,0,3,123
160,0387346,3750080,Pantego,179,129,37,12,0,0,0,1,16,163,119,34,9,0,0,0,1
160,0387351,3750340,Parkton,436,315,66,24,3,0,24,4,31,405,312,66,24,3,0,0,0
160,0387356,3750540,Parmele,278,24,254,0,0,0,0,0,0,278,24,254,0,0,0,0,0
160,0387361,3750700,Patterson Springs,622,542,54,0,2,0,5,19,15,607,536,51,0,2,0,0,18
160,0387366,3750820,Peachland,437,272,149,2,1,0,4,9,4,433,272,149,2,1,0,0,9
160,0387371,3751040,Peletier,644,594,8,4,3,3,21,11,39,605,577,8,3,3,3,0,11
160,0387376,3751080,Pembroke,2973,489,367,1975,17,6,18,101,65,2908,471,363,1954,17,6,5,92
160,0387381,3751780,Pikeville,678,589,55,6,2,0,17,9,32,646,583,54,2,2,0,0,5
160,0387386,3751820,Pilot Mountain,1477,1316,96,6,13,1,21,24,49,1428,1295,95,6,13,1,3,15
160,0387391,3751840,Pinebluff,1337,1086,158,21,7,0,30,35,79,1258,1048,151,21,7,0,5,26
160,0387396,3751940,Pinehurst,13124,12182,494,53,167,1,69,158,279,12845,11993,492,53,164,1,11,131
160,0387401,3752000,Pine Knoll Shores,1339,1289,10,1,14,3,9,13,14,1325,1283,10,1,14,3,3,11
160,0387406,3752020,Pine Level,1700,1245,259,12,2,0,154,28,220,1480,1195,255,9,2,0,3,16
160,0387412,3752140,Pinetops,1374,470,896,3,0,0,0,5,4,1370,466,896,3,0,0,0,5
160,0387417,3752160,Pinetown,155,151,0,0,0,0,4,0,11,144,144,0,0,0,0,0,0
160,0387422,3752220,Pineville,7479,4641,1664,39,258,9,664,204,1507,5972,3908,1621,30,252,9,32,120
160,0387431,3752260,Piney Green,13293,8420,2978,96,374,57,561,807,1628,11665,7674,2884,72,361,50,25,599
160,0387436,3752400,Pink Hill,552,306,159,0,0,0,83,4,112,440,287,151,0,0,0,0,2
160,0387441,3752500,Pinnacle,894,814,59,1,8,0,5,7,12,882,807,59,1,8,0,0,7
160,0387446,3752660,Pittsboro,3743,2703,731,13,68,0,138,90,332,3411,2541,713,12,68,0,3,74
160,0387451,3752685,Plain View,1961,1519,322,22,27,0,44,27,98,1863,1474,315,22,27,0,0,25
160,0387456,3752760,Pleasant Garden,4489,3727,479,28,31,2,145,77,213,4276,3674,473,23,30,2,3,71
160,0387462,3752920,Pleasant Hill,878,847,8,0,1,0,15,7,30,848,834,6,0,1,0,0,7
160,0387467,3753040,Plymouth,3878,1133,2653,15,15,0,24,38,45,3833,1119,2647,15,15,0,2,35
160,0387472,3753140,Polkton,3375,1136,2060,54,21,1,71,32,278,3097,935,2051,54,20,1,9,27
160,0387477,3753160,Polkville,545,526,9,0,1,1,0,8,21,524,505,9,0,1,1,0,8
160,0387482,3753200,Pollocksville,311,213,89,4,0,0,2,3,3,308,212,89,4,0,0,2,1
160,0387487,3753475,Porters Neck,6204,5716,239,11,123,1,35,79,137,6067,5626,236,10,122,1,7,65
160,0387492,3753580,Potters Hill,481,467,0,0,0,0,7,7,13,468,467,0,0,0,0,0,1
160,0387497,3753680,Powellsville,276,103,164,3,0,0,6,0,10,266,99,164,3,0,0,0,0
160,0387502,3753820,Princeton,1194,802,305,9,11,0,47,20,71,1123,783,305,9,11,0,0,15
160,0387507,3753840,Princeville,2082,54,2005,0,1,0,16,6,16,2066,54,2005,0,1,0,0,6
160,0387512,3753900,Proctorville,117,86,22,6,0,0,0,3,0,117,86,22,6,0,0,0,3
160,0387517,3753950,Prospect,981,38,9,913,0,0,8,13,14,967,38,9,907,0,0,0,13
160,0387522,3754160,Pumpkin Center,2222,1525,385,16,74,23,63,136,225,1997,1424,366,9,72,23,1,102
160,0387527,3754580,Raeford,4611,2009,1897,200,44,5,286,170,442,4169,1920,1880,183,42,4,2,138
160,0387532,3754600,Raemon,282,44,15,222,0,0,0,1,0,282,44,15,222,0,0,0,1
160,0387537,3755000,Raleigh,403892,232377,118471,1963,17434,173,22942,10532,45868,358024,215204,115976,1019,17309,139,828,7549
160,0387557,3755040,Ramseur,1692,1279,214,17,23,0,109,50,258,1434,1160,211,5,23,0,0,35
160,0387562,3755080,Randleman,4113,3550,241,25,18,0,199,80,313,3800,3473,225,25,18,0,5,54
160,0387567,3755260,Ranlo,3434,2580,545,27,62,0,141,79,249,3185,2488,534,27,62,0,13,61
160,0387573,3755340,Raynham,72,38,13,13,5,0,3,0,3,69,38,13,13,5,0,0,0
160,0387578,3755460,Red Cross,742,714,10,0,5,0,10,3,24,718,700,10,0,5,0,0,3
160,0387583,3755640,Red Oak,3430,2990,332,30,17,0,31,30,59,3371,2961,331,30,17,0,9,23
160,0387590,3755660,Red Springs,3428,1104,1673,430,14,1,122,84,219,3209,1044,1663,422,14,1,5,60
160,0387598,3755900,Reidsville,14520,7607,6082,49,92,3,387,300,683,13837,7389,6046,38,88,2,17,257
160,0387603,3755940,Rennert,383,58,106,166,1,0,36,16,93,290,34,106,146,0,0,0,4
160,0387608,3756100,Rex,55,32,4,15,0,0,3,1,3,52,32,4,15,0,0,0,1
160,0387614,3756240,Rhodhiss,1070,993,9,1,17,3,30,17,49,1021,985,4,1,17,0,2,12
160,0387621,3756340,Richfield,613,506,54,8,33,0,4,8,4,609,506,54,8,33,0,0,8
160,0387626,3756360,Richlands,1520,1123,276,4,15,2,28,72,125,1395,1052,268,4,15,2,1,53
160,0387631,3756440,Rich Square,958,344,600,4,0,0,0,10,14,944,340,597,4,0,0,0,3
160,0387636,3756600,Riegelwood,579,410,144,7,0,0,2,16,31,548,389,139,7,0,0,0,13
160,0387641,3756710,River Bend,3119,2752,269,12,31,2,11,42,80,3039,2696,268,4,30,2,3,36
160,0387647,3756815,River Road,4394,2660,999,42,6,9,634,44,875,3519,2506,974,10,6,0,8,15
160,0387652,3756900,Roanoke Rapids,15754,10016,4912,91,267,5,260,203,502,15252,9851,4871,77,264,2,17,170
160,0387658,3757000,Robbins,1097,791,28,7,0,17,235,19,552,545,504,28,1,0,0,2,10
160,0387663,3757020,Robbinsville,620,525,0,21,6,2,58,8,74,546,514,0,21,6,0,0,5
160,0387668,3757100,Robersonville,1488,449,991,9,9,0,20,10,41,1447,439,986,3,9,0,0,10
160,0387673,3757200,Rockfish,3298,2239,665,57,41,16,111,169,383,2915,2019,643,55,41,16,5,136
160,0387678,3757260,Rockingham,9558,5482,3257,164,199,1,273,182,484,9074,5337,3229,137,197,1,13,160
160,0387683,3757340,Rockwell,2108,1999,24,0,14,7,37,27,66,2042,1973,24,0,14,7,1,23
160,0387688,3757500,Rocky Mount,57477,19228,35245,350,563,12,1186,893,2106,55371,18610,35069,329,540,10,68,745
160,0387700,3757540,Rocky Point,1602,989,186,13,8,2,354,50,510,1092,867,184,3,2,2,1,33
160,0387705,3757580,Rodanthe,261,251,2,2,1,2,0,3,4,257,247,2,2,1,2,0,3
160,0387710,3757640,Rolesville,3786,2806,673,15,119,0,94,79,233,3553,2671,667,7,119,0,12,77
160,0387715,3757700,Ronda,417,380,9,1,0,0,18,9,38,379,365,6,1,0,0,3,4
160,0387720,3757740,Roper,611,111,480,0,0,0,13,7,18,593,111,479,0,0,0,0,3
160,0387725,3757800,Roseboro,1191,583,515,8,16,0,44,25,58,1133,574,512,7,16,0,0,24
160,0387731,3757860,Rose Hill,1626,836,511,4,8,1,244,22,338,1288,762,508,3,8,1,0,6
160,0387736,3758020,Rosman,576,537,1,11,1,0,15,11,60,516,495,1,10,1,0,0,9
160,0387741,3758040,Rougemont,978,771,156,4,2,0,9,36,40,938,761,154,3,2,0,1,17
160,0387749,3758140,Rowland,1037,218,729,66,0,0,6,18,17,1020,215,728,60,0,0,0,17
160,0387754,3758160,Roxboro,8362,3753,3917,54,31,2,432,173,730,7632,3510,3898,48,31,2,12,131
160,0387759,3758180,Roxobel,240,130,110,0,0,0,0,0,1,239,130,109,0,0,0,0,0
160,0387764,3758260,Royal Pines,4272,3926,188,8,50,0,29,71,75,4197,3882,188,7,50,0,7,63
160,0387769,3758340,Ruffin,368,305,51,4,1,0,6,1,6,362,305,51,4,1,0,0,1
160,0387774,3758360,Rural Hall,2937,2138,467,7,14,3,237,71,397,2540,2015,456,4,13,0,9,43
160,0387779,3758420,Ruth,440,385,29,3,0,0,8,15,11,429,382,29,3,0,0,0,15
160,0387784,3758440,Rutherford College,1341,1293,6,0,33,0,1,8,5,1336,1292,6,0,33,0,0,5
160,0387789,3758460,Rutherfordton,4213,3575,437,11,68,0,47,75,127,4086,3503,436,10,68,0,3,66
160,0387795,3758620,St. Helena,389,291,83,3,0,0,11,1,16,373,285,83,3,0,0,1,1
160,0387800,3758630,St. James,3165,3096,31,3,18,0,6,11,27,3138,3076,31,0,17,0,3,11
160,0387805,3758720,St. Pauls,2035,1093,389,119,4,2,359,69,511,1524,995,377,110,4,2,2,34
160,0387810,3758730,St. Stephens,8759,7253,366,22,388,7,531,192,904,7855,6922,359,17,388,2,14,153
160,0387816,3758740,Salem,2218,2076,26,5,11,0,64,36,94,2124,2052,26,5,10,0,2,29
160,0387821,3758840,Salemburg,435,384,31,6,1,0,4,9,9,426,380,31,6,1,0,0,8
160,0387826,3758860,Salisbury,33662,17652,12694,121,523,16,1983,673,3563,30099,16346,12572,88,513,16,63,501
160,0387833,3758920,Saluda,713,682,19,2,2,0,1,7,14,699,671,19,2,2,0,0,5
160,0387839,3758940,Salvo,229,222,3,0,1,0,0,3,7,222,215,3,0,1,0,0,3
160,0387844,3759090,Sandy Creek,260,234,13,1,2,0,2,8,3,257,232,12,1,2,0,2,8
160,0387849,3759135,Sandyfield,447,67,363,6,0,0,5,6,8,439,66,362,6,0,0,0,5
160,0387854,3759280,Sanford,28094,15512,7763,232,309,12,3477,789,7190,20904,12416,7622,116,301,7,48,394
160,0387859,3759340,Saratoga,408,211,167,2,0,0,27,1,27,381,211,167,2,0,0,0,1
160,0387864,3759540,Sawmills,5240,4931,48,16,11,0,149,85,273,4967,4814,47,16,11,0,2,77
160,0387869,3759580,Saxapahaw,1648,1297,193,9,1,0,117,31,220,1428,1211,183,4,1,0,10,19
160,0387874,3759765,Scotch Meadows,580,513,35,12,13,1,1,5,6,574,508,35,12,13,1,0,5
160,0387879,3759780,Scotland Neck,2059,635,1406,0,3,0,11,4,32,2027,620,1399,0,3,0,1,4
160,0387884,3759980,Seaboard,632,149,471,1,1,0,1,9,1,631,149,471,1,1,0,0,9
160,0387889,3760000,Sea Breeze,1969,1736,162,12,22,1,6,30,31,1938,1721,157,10,22,1,2,25
160,0387894,3760080,Seagrove,228,214,6,0,0,0,0,8,3,225,212,6,0,0,0,0,7
160,0387899,3760180,Sedalia,623,130,474,2,1,0,1,15,11,612,124,474,2,1,0,1,10
160,0387904,3760320,Selma,6073,2356,2262,29,11,6,1235,174,2115,3958,1632,2194,23,10,1,24,74
160,0387909,3760505,Seven Devils,192,183,5,2,1,0,1,0,1,191,183,5,2,1,0,0,0
160,0387918,3760515,Seven Lakes,4888,4616,148,9,36,0,30,49,99,4789,4549,146,9,36,0,2,47
160,0387923,3760540,Seven Springs,110,90,9,0,0,0,6,5,24,86,76,9,0,0,0,0,1
160,0387928,3760560,Severn,276,189,86,0,0,0,0,1,4,272,186,86,0,0,0,0,0
160,0387933,3760800,Shallotte,3675,3132,340,22,46,5,73,57,175,3500,3043,333,19,46,4,8,47
160,0387939,3760940,Shannon,263,55,67,107,0,0,34,0,69,194,20,67,107,0,0,0,0
160,0387944,3761060,Sharpsburg,2024,745,1193,2,12,0,27,45,51,1973,736,1187,2,12,0,4,32
160,0387954,3761200,Shelby,20323,11115,8397,73,167,6,217,348,640,19683,10799,8339,54,167,6,15,303
160,0387960,3761860,Siler City,7887,3471,1508,136,34,15,2456,267,3925,3962,2305,1469,17,33,7,37,94
160,0387965,3761920,Silver City,882,35,792,9,1,0,16,29,18,864,34,792,9,1,0,0,28
160,0387970,3761950,Silver Lake,5598,4356,494,33,45,3,536,131,722,4876,4229,481,22,44,2,13,85
160,0387975,3762040,Simpson,416,252,154,0,0,0,7,3,11,405,248,154,0,0,0,0,3
160,0387980,3762060,Sims,282,201,46,0,1,1,25,8,25,257,201,46,0,1,0,1,8
160,0387985,3762190,Skippers Corner,2785,1990,570,41,10,1,115,58,289,2496,1837,570,33,9,1,6,40
160,0387990,3762520,Smithfield,10966,6243,2986,53,88,7,1376,213,2114,8852,5658,2937,24,82,3,13,135
160,0387996,3762680,Sneads Ferry,2646,2445,98,9,21,1,24,48,92,2554,2387,96,9,16,1,0,45
160,0388001,3762760,Snow Hill,1595,610,844,3,18,0,103,17,138,1457,579,839,3,18,0,1,17
160,0388006,3763120,Southern Pines,12334,8848,2959,74,104,8,166,175,482,11852,8579,2947,67,100,6,9,144
160,0388011,3763130,Southern Shores,2714,2654,7,3,16,0,5,29,42,2672,2621,6,3,16,0,0,26
160,0388016,3763240,South Henderson,1213,411,605,2,4,0,167,24,221,992,375,597,0,4,0,0,16
160,0388022,3763340,South Mills,454,340,74,4,11,0,10,15,11,443,340,74,4,11,0,0,14
160,0388027,3763360,Southmont,1470,1360,59,6,6,1,11,27,26,1444,1346,59,6,6,1,2,24
160,0388032,3763400,Southport,2833,2329,436,4,3,0,23,38,82,2751,2273,430,3,3,0,5,37
160,0388037,3763470,South Rosemary,2836,1185,1568,23,10,0,20,30,40,2796,1173,1563,22,10,0,2,26
160,0388042,3763560,South Weldon,705,105,555,8,1,0,23,13,36,669,99,548,8,1,0,0,13
160,0388047,3763680,Sparta,1770,1514,48,17,17,3,145,26,260,1510,1417,48,9,17,2,0,17
160,0388052,3763720,Speed,80,27,53,0,0,0,0,0,0,80,27,53,0,0,0,0,0
160,0388057,3763760,Spencer,3267,1900,1073,13,28,5,172,76,299,2968,1808,1063,9,28,5,4,51
160,0388064,3763780,Spencer Mountain,37,27,0,0,0,0,9,1,9,28,27,0,0,0,0,0,1
160,0388069,3763880,Spindale,4321,2975,1154,13,32,0,40,107,142,4179,2895,1146,13,32,0,4,89
160,0388074,3763920,Spivey's Corner,506,329,112,4,0,0,56,5,65,441,321,111,4,0,0,0,5
160,0388079,3764160,Spring Hope,1320,619,620,9,7,0,43,22,55,1265,610,613,9,7,0,6,20
160,0388084,3764180,Spring Lake,11964,5644,4346,127,354,58,609,826,1839,10125,4889,4131,111,335,47,34,578
160,0388091,3764260,Spruce Pine,2175,2001,9,16,18,0,107,24,165,2010,1959,4,8,15,0,1,23
