sumlev,logrecno,place_id_2010,name,total,rc_white,rc_black,rc_am_indian,rc_asian,rc_pac_isl,rc_other,rc_multi,eth_hispanic,eth_non_hisp,eth_white_nh,eth_black_nh,eth_am_indian_nh,eth_asian_nh,eth_pac_isl_nh,eth_other_nh,eth_mult_nh
160,0388096,3764380,Staley,393,315,32,4,3,0,10,29,37,356,300,32,0,3,0,4,17
160,0388101,3764420,Stallings,13831,12213,776,68,318,5,234,217,798,13033,11671,758,61,316,4,30,193
160,0388109,3764460,Stanfield,1486,1397,14,10,3,4,39,19,71,1415,1376,14,7,3,4,0,11
160,0388114,3764500,Stanley,3556,3115,346,15,16,0,17,47,58,3498,3083,345,15,16,0,1,38
160,0388120,3764560,Stantonsburg,784,406,356,2,1,0,15,4,44,740,379,356,2,1,0,0,2
160,0388125,3764580,Star,876,684,85,5,2,0,70,30,189,687,588,85,2,2,0,0,10
160,0388130,3764740,Statesville,24532,13436,8471,77,460,5,1487,596,2665,21867,12542,8356,52,457,1,39,420
160,0388139,3764840,Stedman,1028,855,120,11,7,2,10,23,33,995,834,119,11,7,2,1,21
160,0388144,3764940,Stem,463,387,38,3,2,0,16,17,31,432,373,38,2,2,0,0,17
160,0388149,3765020,Stokes,376,299,70,1,1,0,0,5,1,375,299,70,1,1,0,0,4
160,0388154,3765040,Stokesdale,5047,4588,237,18,72,0,64,68,178,4869,4483,237,16,72,0,3,58
160,0388159,3765100,Stoneville,1056,830,171,2,3,1,21,28,40,1016,815,171,2,3,0,0,25
160,0388164,3765120,Stonewall,281,215,57,0,1,0,0,8,5,276,213,57,0,1,0,0,5
160,0388169,3765260,Stony Point,1317,1161,58,2,9,0,59,28,90,1227,1134,55,1,9,0,0,28
160,0388177,3765320,Stovall,418,228,173,1,1,0,10,5,16,402,224,173,1,1,0,0,3
160,0388182,3765530,Sugar Mountain,198,179,4,6,0,0,7,2,8,190,179,3,6,0,0,0,2
160,0388187,3765580,Summerfield,10232,9203,452,41,229,2,152,153,440,9792,8940,448,35,228,2,7,132
160,0388192,3765700,Sunbury,289,240,40,1,1,0,1,6,13,276,234,39,0,1,0,0,2
160,0388197,3765900,Sunset Beach,3572,3458,28,16,21,0,20,29,67,3505,3429,27,11,20,0,0,18
160,0388202,3766040,Surf City,1853,1776,17,3,22,3,14,18,58,1795,1736,17,3,22,3,1,13
160,0388211,3766280,Swannanoa,4576,4016,213,33,59,1,123,131,409,4167,3767,208,22,59,1,6,104
160,0388216,3766340,Swan Quarter,324,209,89,0,0,0,15,11,24,300,201,88,0,0,0,0,11
160,0388221,3766360,Swansboro,2663,2393,93,11,48,1,24,93,121,2542,2317,87,10,45,1,1,81
160,0388226,3766460,Swepsonville,1154,1048,55,1,9,0,10,31,51,1103,1011,55,1,9,0,0,27
160,0388231,3766500,Sylva,2588,2220,71,73,46,0,134,44,234,2354,2136,71,64,46,0,1,36
160,0388236,3766520,Tabor City,2511,1487,908,28,6,1,37,44,57,2454,1477,896,27,6,1,3,44
160,0388241,3766700,Tarboro,11415,5390,5522,12,53,7,335,96,557,10858,5229,5497,6,53,0,7,66
160,0388246,3766740,Tar Heel,117,107,0,2,0,0,6,2,6,111,107,0,2,0,0,0,2
160,0388251,3766960,Taylorsville,2098,1696,273,3,28,1,55,42,132,1966,1632,271,3,28,1,0,31
160,0388256,3766980,Taylortown,722,231,469,3,6,0,3,10,7,715,226,469,3,6,0,3,8
160,0388261,3767000,Teachey,376,169,156,1,13,0,36,1,69,307,136,156,1,13,0,0,1
160,0388266,3767420,Thomasville,26757,18285,5243,199,291,1,2173,565,3844,22913,16875,5180,133,280,1,55,389
160,0388276,3767700,Toast,1450,1304,46,0,5,0,68,27,161,1289,1227,46,0,5,0,0,11
160,0388281,3767720,Tobaccoville,2441,2245,152,12,8,1,9,14,48,2393,2213,152,8,8,1,0,11
160,0388289,3768040,Topsail Beach,368,355,6,2,1,0,1,3,2,366,354,6,2,1,0,1,2
160,0388294,3768320,Trenton,287,149,105,3,0,0,13,17,20,267,142,105,3,0,0,0,17
160,0388299,3768340,Trent Woods,4155,3991,80,8,23,1,9,43,59,4096,3943,80,8,23,1,4,37
160,0388305,3768400,Trinity,6614,6067,323,28,80,0,66,50,154,6460,5984,322,28,80,0,1,45
160,0388311,3768500,Troutman,2383,1746,515,6,21,0,33,62,114,2269,1676,507,5,21,0,1,59
160,0388317,3768520,Troy,3189,1879,1013,22,32,0,195,48,330,2859,1745,1006,22,32,0,9,45
160,0388322,3768580,Tryon,1646,1316,271,1,6,0,26,26,73,1573,1275,271,1,6,0,0,20
160,0388327,3768740,Turkey,292,161,78,0,3,0,47,3,58,234,154,76,0,3,0,0,1
160,0388332,3769020,Tyro,3879,3626,57,19,21,0,100,56,179,3700,3560,57,17,19,0,0,47
160,0388337,3769260,Unionville,5929,5625,102,12,35,2,86,67,178,5751,5559,95,9,34,2,2,50
160,0388343,3769520,Valdese,4490,4164,59,5,138,7,51,66,118,4372,4110,59,4,134,7,3,55
160,0388348,3769600,Valle Crucis,412,404,0,0,1,0,0,7,10,402,395,0,0,1,0,0,6
160,0388353,3769640,Valley Hill,2070,1898,45,3,19,0,70,35,148,1922,1829,45,3,19,0,1,25
160,0388359,3769680,Vanceboro,1005,654,301,6,0,0,6,38,26,979,643,297,6,0,0,1,32
160,0388364,3769720,Vandemere,254,119,116,1,1,2,8,7,12,242,117,116,1,1,2,0,5
160,0388369,3769740,Vander,1146,733,311,41,10,0,18,33,50,1096,718,303,40,10,0,1,24
160,0388374,3769755,Vann Crossroads,336,278,20,6,1,0,28,3,28,308,278,20,6,1,0,0,3
160,0388379,3769795,Varnamtown,541,528,5,0,0,0,5,3,8,533,526,4,0,0,0,0,3
160,0388384,3769840,Vass,720,573,94,19,0,1,22,11,69,651,533,87,19,0,1,0,11
160,0388389,3770320,Waco,321,254,63,0,0,0,3,1,4,317,254,63,0,0,0,0,0
160,0388394,3770340,Wade,556,415,116,4,7,0,1,13,18,538,405,116,4,7,0,0,6
160,0388399,3770380,Wadesboro,5813,2068,3528,10,81,0,52,74,105,5708,2040,3507,10,80,0,5,66
160,0388404,3770480,Wagram,840,344,413,57,7,1,3,15,8,832,339,411,57,7,1,2,15
160,0388409,3770540,Wake Forest,30117,23291,4594,125,887,12,471,737,1681,28436,22297,4524,97,881,11,49,577
160,0388419,3770580,Wakulla,105,13,1,91,0,0,0,0,4,101,9,1,91,0,0,0,0
160,0388424,3770660,Walkertown,4675,3594,820,14,26,7,147,67,260,4415,3498,810,11,26,7,3,60
160,0388434,3770720,Wallace,3880,2019,1008,14,7,3,774,55,989,2891,1853,994,10,7,0,6,21
160,0388442,3770740,Wallburg,3047,2893,26,16,25,1,54,32,93,2954,2856,26,16,25,1,0,30
160,0388447,3770780,Walnut Cove,1425,1134,260,2,3,0,8,18,21,1404,1121,260,2,3,0,0,18
160,0388452,3770820,Walnut Creek,835,766,34,1,16,0,12,6,14,821,752,34,1,16,0,12,6
160,0388457,3770860,Walstonburg,219,147,66,1,0,0,5,0,10,209,143,66,0,0,0,0,0
160,0388462,3770920,Wanchese,1642,1575,3,4,3,0,32,25,72,1570,1540,3,4,3,0,1,19
160,0388467,3771100,Warrenton,862,471,352,7,2,0,18,12,29,833,467,350,7,2,0,0,7
160,0388472,3771160,Warsaw,3054,1023,1619,11,10,5,349,37,516,2538,881,1608,7,10,4,0,28
160,0388477,3771220,Washington,9744,4778,4433,22,51,8,303,149,538,9206,4599,4406,20,51,0,9,121
160,0388483,3771240,Washington Park,451,436,12,2,0,0,0,1,5,446,431,12,2,0,0,0,1
160,0388488,3771320,Watha,190,161,15,1,0,0,10,3,14,176,158,15,1,0,0,0,2
160,0388493,3771440,Waves,134,126,0,0,0,0,4,4,6,128,124,0,0,0,0,0,4
160,0388498,3771460,Waxhaw,9859,8090,1106,14,201,4,158,286,628,9231,7701,1082,10,201,4,23,210
160,0388503,3771500,Waynesville,9869,9117,233,60,38,6,289,126,558,9311,8873,232,53,37,3,8,105
160,0388509,3771560,Weaverville,3120,2969,27,1,11,8,19,85,65,3055,2933,27,1,11,5,3,75
160,0388514,3771600,Webster,363,344,6,2,0,0,2,9,6,357,339,6,2,0,0,1,9
160,0388519,3771680,Weddington,9459,8628,366,17,243,0,82,123,281,9178,8427,359,15,243,0,25,109
160,0388527,3771760,Welcome,4162,3837,152,9,58,1,61,44,148,4014,3754,152,7,57,1,5,38
160,0388533,3771780,Weldon,1655,420,1170,5,7,0,6,47,18,1637,418,1168,5,7,0,0,39
160,0388538,3771860,Wendell,5845,3395,1768,46,52,0,395,189,673,5172,3211,1743,31,51,0,8,128
160,0388543,3771900,Wentworth,2807,2317,404,4,9,0,37,36,102,2705,2256,403,4,9,0,2,31
160,0388548,3771940,Wesley Chapel,7463,6772,340,12,112,4,109,114,374,7089,6542,330,7,110,4,7,89
160,0388553,3772150,West Canton,1247,1220,6,5,1,0,10,5,17,1230,1214,6,5,1,0,0,4
160,0388558,3772540,West Jefferson,1299,1207,10,3,13,0,44,22,91,1208,1163,10,3,13,0,0,19
160,0388563,3772600,West Marion,1348,1247,60,6,7,0,14,14,44,1304,1230,60,0,7,0,0,7
160,0388568,3772755,Westport,4026,3827,108,6,31,0,22,32,67,3959,3781,108,4,31,0,6,29
160,0388573,3773140,Whispering Pines,2928,2796,37,6,29,3,18,39,86,2842,2737,37,4,29,3,2,30
160,0388578,3773160,Whitakers,744,190,522,2,4,0,8,18,15,729,189,516,2,4,0,1,17
160,0388587,3773300,White Lake,802,696,42,4,3,0,49,8,70,732,675,42,4,3,0,2,6
160,0388592,3773320,White Oak,338,197,107,1,0,0,31,2,36,302,194,105,1,0,0,0,2
160,0388597,3773460,White Plains,1074,1010,11,9,5,0,30,9,45,1029,996,11,9,5,0,1,7
160,0388603,3773660,Whiteville,5394,2872,2209,68,41,3,109,92,179,5215,2826,2194,63,41,3,7,81
160,0388608,3773760,Whitsett,590,537,40,0,0,0,11,2,17,573,528,39,0,0,0,5,1
160,0388613,3774020,Wilkesboro,3413,2782,305,6,101,4,136,79,250,3163,2684,300,5,101,4,4,65
160,0388618,3774220,Williamston,5511,1907,3441,11,26,5,49,72,118,5393,1876,3423,9,26,2,2,55
160,0388623,3774440,Wilmington,106476,78286,21158,514,1263,78,2817,2360,6487,99989,75432,20850,379,1246,61,195,1826
160,0388630,3774540,Wilson,49167,21090,23530,138,594,19,2961,835,4606,44561,19820,23361,111,590,19,64,596
160,0388637,3774580,Wilson's Mills,2277,1297,698,17,8,0,206,51,426,1851,1108,692,6,8,0,4,33
160,0388642,3774680,Windsor,3630,1190,2271,25,71,0,6,67,40,3590,1173,2264,25,71,0,1,56
160,0388647,3774720,Winfall,594,340,238,2,5,0,3,6,12,582,336,233,1,5,0,1,6
160,0388652,3774760,Wingate,3491,2115,1004,15,30,3,276,48,433,3058,1948,1003,10,30,3,32,32
160,0388657,3775000,Winston-Salem,229617,117600,79598,991,4581,182,21093,5572,33753,195864,108222,78065,567,4536,138,535,3801
160,0388668,3775060,Winterville,9269,5825,2933,31,199,3,102,176,309,8960,5652,2906,28,199,2,18,155
160,0388673,3775080,Winton,769,199,539,18,0,0,2,11,9,760,197,536,18,0,0,0,9
160,0388678,3775280,Woodfin,6123,5346,297,34,58,3,234,151,533,5590,5088,291,25,58,3,7,118
160,0388684,3775340,Woodland,809,398,382,6,4,0,11,8,9,800,394,382,6,4,0,6,8
160,0388689,3775375,Woodlawn,900,675,167,7,3,0,26,22,38,862,675,164,1,3,0,0,19
160,0388695,3775780,Wrightsboro,4896,2934,1647,41,18,8,129,119,276,4620,2826,1629,31,18,8,12,96
160,0388700,3775820,Wrightsville Beach,2477,2425,8,4,16,0,8,16,27,2450,2402,8,4,16,0,4,16
160,0388706,3775960,Yadkinville,2959,2192,206,4,10,1,508,38,702,2257,2026,199,4,10,0,0,18
160,0388711,3776000,Yanceyville,2039,800,1110,11,8,2,32,76,74,1965,779,1102,8,8,2,1,65
160,0388716,3776200,Youngsville,1157,802,290,4,9,0,33,19,56,1101,785,288,4,9,0,2,13
160,0388721,3776220,Zebulon,4433,2099,1713,22,46,1,393,159,706,3727,1902,1675,12,45,1,4,88
