geocode,place,full_name,type,state,diversity_index2010,diversity_index2020,di_change,eth_white_nh_pct2010,eth_black_nh_pct2010,eth_hispanic_pct2010,eth_am_indian_nh_pct2010,eth_asian_nh_pct2010,eth_pac_isl_nh_pct2010,eth_other_nh_pct2010,eth_mult_nh_pct2010,eth_white_nh_pct2020,eth_black_nh_pct2020,eth_hispanic_pct2020,eth_am_indian_nh_pct2020,eth_asian_nh_pct2020,eth_pac_isl_nh_pct2020,eth_other_nh_pct2020,eth_mult_nh_pct2020
3724900,Fremont,Fremont town,PLACE,NC,0.5614983889144617,0.5842384313374571,0.022740042422995432,0.46772908366533866,0.46693227091633466,0.0350597609561753,0.006374501992031873,0.002390438247011952,0,7.968127490039841e-4,0.020717131474103586,0.44648829431438125,0.46070234113712377,0.05351170568561873,0,0.002508361204013378,0,8.361204013377926e-4,0.03595317725752508
3725300,Fuquay-Varina,Fuquay-Varina town,PLACE,NC,0.5110203205162926,0.4943977991189924,-0.01662252139730025,0.6645481407147238,0.19261860957796734,0.09689468695991525,0.003902547806210626,0.0194012376651614,1.6725204883759825e-4,7.247588782962591e-4,0.021742766348887773,0.6893300538767861,0.13762005153431717,0.09364019676739284,0.0030452096509721244,0.024244553759662685,5.563363785429843e-4,0.005885453267744202,0.04567814476458187
3725380,Gamewell,Gamewell town,PLACE,NC,0.212664849995439,0.2730120036740402,0.06034715367860122,0.8844729696371266,0.05282646260182671,0.04517403110343125,4.937052579609973e-4,0.0024685262898049864,0,2.4685262898049864e-4,0.01431745248086892,0.848730415991356,0.05375472717450027,0.04376012965964344,0.0032414910858995136,0.004321988114532685,2.701242571582928e-4,0.0035116153430578066,0.04240950837385197
3725460,Garland,Garland town,PLACE,NC,0.62335487999999994,0.6901094555469247,0.06675457554692477,0.4368,0.4112,0.128,0.0032,0.0016,0,0,0.0192,0.37815126050420167,0.2722689075630252,0.3025210084033613,0.010084033613445379,0.0033613445378151263,0,0,0.03361344537815126
3725480,Garner,Garner town,PLACE,NC,0.5976988723041139,0.6359433951360833,0.03824452283196944,0.5355991454651389,0.3239075548650223,0.09947562633521072,0.003845406875121383,0.018178287046028356,4.6610992425713733e-4,0.0019809671780928336,0.016546902311128375,0.5104464199749671,0.29407233865014926,0.12173047915530023,0.004236336211046568,0.021855643634262973,5.455887544529671e-4,0.006258223948136975,0.04085496967168394
3725540,Garysburg,Garysburg town,PLACE,NC,0.09697211633216951,0.09001781658704677,-0.006954299745122738,0.023651844843897825,0.9498580889309366,0.007568590350047304,0.008514664143803218,0,0,0,0.010406811731315043,0.023230088495575223,0.9535398230088495,0.00663716814159292,0,0.0011061946902654867,0,0.00331858407079646,0.012168141592920354
3725560,Gaston,Gaston town,PLACE,NC,0.5273136091820987,0.5540556500377929,0.026742040855694205,0.5633680555555556,0.3932291666666667,0.022569444444444444,0.0078125,0.003472222222222222,0,0,0.009548611111111112,0.498015873015873,0.44345238095238093,0.01488095238095238,0.00992063492063492,0,0,0.002976190476190476,0.030753968253968252
3725580,Gastonia,Gastonia city,PLACE,NC,0.5623110821236854,0.6324707001832507,0.07015961805956528,0.5939978533892754,0.2740552821956761,0.09619325072134484,0.002801745166641112,0.01332571332989504,9.757321475864568e-5,0.0020211594485719463,0.017507422533836997,0.5080772531121364,0.30262028826901793,0.12648766959744315,0.0026861996493017124,0.017273756078148513,2.1141386128763478e-4,0.004091480021390108,0.03855193941127458
3725680,Gatesville,Gatesville town,PLACE,NC,0.3413398550091712,0.24648964075804136,-0.09485021425112983,0.7850467289719626,0.205607476635514,0,0,0,0,0,0.009345794392523364,0.8614232209737828,0.10486891385767791,0.00749063670411985,0.00749063670411985,0,0,0,0.018726591760299626
3725940,Gibson,Gibson town,PLACE,NC,0.6259533607681755,0.674203004945412,0.04824964417723643,0.37592592592592594,0.4666666666666667,0.012962962962962963,0.12037037037037036,0.011111111111111112,0,0,0.012962962962962963,0.3585746102449889,0.4209354120267261,0.015590200445434299,0.09131403118040089,0.004454342984409799,0.0022271714922048997,0,0.10690423162583519
3725980,Gibsonville,Gibsonville town,PLACE,NC,0.3840201907608286,0.5203718403748315,0.13635164961400292,0.7689547581903277,0.14461778471138845,0.05897035881435257,0.00218408736349454,0.0109204368174727,4.6801872074883e-4,7.8003120124805e-4,0.013104524180967239,0.6535874439461884,0.21524663677130046,0.06300448430493273,0.00257847533632287,0.01883408071748879,0,0.0047085201793721975,0.04204035874439462
3726200,Glen Alpine,Glen Alpine town,PLACE,NC,0.242232070809012,0.31489908851799575,0.07266701770898376,0.8675016479894528,0.03164139749505603,0.021753460777851022,0.001977587343441002,0.05800922874093606,0,0,0.01911667765326302,0.8234139960758666,0.03989535644211903,0.04643557880967953,0.004578155657292348,0.04708960104643558,0,0.005886200130804447,0.032701111837802485
3726740,Godwin,Godwin town,PLACE,NC,0.4279281610682678,0.568359375,0.1404312139317322,0.7050359712230215,0.2733812949640288,0,0,0.007194244604316547,0,0,0.014388489208633094,0.578125,0.3046875,0.0546875,0,0.03125,0,0.0078125,0.0234375
3726880,Goldsboro,Goldsboro city,PLACE,NC,0.5682537192387067,0.6053350410335855,0.037081321794878774,0.3740154238823174,0.537722644564591,0.043444850015094544,0.003073798611301699,0.01772923127590087,4.940033482449159e-4,0.001152674479238137,0.02236737382331147,0.3247764209525507,0.530855394123065,0.0708025076507116,0.0030602846361826664,0.02320468253260837,8.616335383426925e-4,0.0040110526784918445,0.04242802388804706
3726920,Goldston,Goldston town,PLACE,NC,0.20021162842503915,0.13788443275622753,-0.06232719566881162,0.8917910447761194,0.055970149253731345,0.033582089552238806,0,0.0037313432835820895,0,0,0.014925373134328358,0.9273504273504274,0.008547008547008548,0.029914529914529916,0,0,0,0,0.03418803418803419
3727280,Graham,Graham city,PLACE,NC,0.5848898979068717,0.6556230916375535,0.07073319373068176,0.5822793753974422,0.22546456581643468,0.15749311100120117,0.005228573447325655,0.012082244047198473,0,0.0017664099484208295,0.015685720341976964,0.49076178819140875,0.25797050766451013,0.18727050183598531,0.004779390336305881,0.012939325056828117,3.497114880223815e-4,0.004721105088302151,0.041207670338637294
3727320,Grandfather,Grandfather village,PLACE,NC,0,,,1,0,0,0,0,0,0,0,,,,,,,,
3727420,Granite Falls,Granite Falls town,PLACE,NC,0.1660383390192276,0.2805996050906191,0.1145612660713915,0.9114781872088098,0.0169419737399407,0.05230834392206692,0.0014824227022448115,0.006565014824227023,0,0.0012706480304955528,0.009953409572215162,0.843705941591138,0.03303121852970796,0.06787512588116817,0.002215508559919436,0.00785498489425982,4.028197381671702e-4,0.0026183282980866062,0.04229607250755287
3727440,Granite Quarry,Granite Quarry town,PLACE,NC,0.2628811051963329,0.37630679082003027,0.11342568562369737,0.8535836177474403,0.08191126279863481,0.039590443686006824,0.0020477815699658703,0.011262798634812287,3.4129692832764505e-4,0.0010238907849829352,0.010238907849829351,0.7804959785522788,0.08813672922252011,0.06802949061662199,0.0030160857908847183,0.012064343163538873,6.702412868632708e-4,0.003351206434316354,0.04423592493297587
3727520,Grantsboro,Grantsboro town,PLACE,NC,0.31265633450513786,0.40918507133549387,0.09652873683035601,0.8212209302325582,0.09738372093023256,0.056686046511627904,0.007267441860465116,0.00436046511627907,0,0,0.01308139534883721,0.7557803468208093,0.10549132947976879,0.07369942196531792,0.004335260115606936,0.002890173410404624,0,0.002890173410404624,0.05491329479768786
3727780,Greenevers,Greenevers town,PLACE,NC,0.31874135477514953,0.4364255075601342,0.11768415278498467,0.07728706624605679,0.8170347003154574,0.08675078864353312,0,0.0015772870662460567,0,0.0031545741324921135,0.014195583596214511,0.054673721340388004,0.7195767195767195,0.20634920634920634,0.001763668430335097,0,0,0.003527336860670194,0.014109347442680775
3727870,Green Level,Green Level town,PLACE,NC,0.5895786848072562,0.6385821426730913,0.049003457865835154,0.13333333333333333,0.5447619047619048,0.30952380952380953,0.0038095238095238095,4.761904761904762e-4,0,4.761904761904762e-4,0.007619047619047619,0.1319796954314721,0.4628807106598985,0.35850253807106597,0.0015862944162436548,0.005393401015228426,0,0.005710659898477157,0.03394670050761421
3728000,Greensboro,Greensboro city,PLACE,NC,0.6235291167226056,0.6650317835606553,0.04150266683804971,0.4557044640407022,0.4013594594795043,0.07541180571521809,0.004064286932724185,0.03971950486898608,4.74661247617423e-4,0.0026069285708988157,0.020658889144348935,0.38599495042386345,0.41417559817412675,0.10172387847576371,0.0032939288043205644,0.05039209457086963,4.2804354005383983e-4,0.005129834300332737,0.03886167171066932
3728080,Greenville,Greenville city,PLACE,NC,0.562449385218737,0.6173019012287799,0.05485251601004293,0.5483832816898077,0.3667478770962935,0.03764458216051281,0.0031340918229770323,0.02360621614589493,3.666296094803321e-4,0.0018213212858055208,0.018296000189228185,0.45765016396064945,0.40942173878269217,0.057997509169227954,0.0029250122827664217,0.02743341598016476,5.712914614778167e-4,0.00564435963940083,0.03835650872362062
3728200,Grifton,Grifton town,PLACE,NC,0.5975289577319105,0.6232542104532446,0.02572525272133408,0.4776461597248758,0.4058081773022545,0.09667558272831486,7.642338555598013e-4,3.8211692777990065e-4,0,0.0015284677111196026,0.01719526175009553,0.4522058823529412,0.39950980392156865,0.10702614379084967,0.0024509803921568627,0.0028594771241830064,8.169934640522876e-4,8.169934640522876e-4,0.03431372549019608
3728240,Grimesland,Grimesland town,PLACE,NC,0.5484648886009431,0.6449971811323794,0.09653229253143625,0.5782312925170068,0.3333333333333333,0.07709750566893424,0,0,0,0,0.011337868480725623,0.46632124352331605,0.34974093264248707,0.10880829015544041,0.010362694300518135,0.0025906735751295338,0,0.0051813471502590676,0.05699481865284974
3728400,Grover,Grover town,PLACE,NC,0.3811723961824506,0.3820312062735929,8.588100911423036e-4,0.7754237288135594,0.11864406779661017,0.04519774011299435,0.009887005649717515,0.0211864406779661,0,0,0.029661016949152543,0.7755610972568578,0.10723192019950124,0.03366583541147132,0.0012468827930174563,0.0199501246882793,0.0012468827930174563,0.0024937655860349127,0.05860349127182045
3728920,Halifax,Halifax town,PLACE,NC,0.4527357732485937,0.48228373702422145,0.02954796377562774,0.6666666666666666,0.32051282051282054,0.004273504273504274,0,0,0,0.008547008547008548,0,0.6529411764705882,0.3,0.03529411764705882,0,0,0,0,0.011764705882352941
3729120,Hamilton,Hamilton town,PLACE,NC,0.5025470972702806,0.5521807851680978,0.04963368789781719,0.37745098039215685,0.5955882352941176,0.00980392156862745,0.0024509803921568627,0.0024509803921568627,0,0,0.012254901960784314,0.3431372549019608,0.5718954248366013,0.0457516339869281,0.0032679738562091504,0,0,0.006535947712418301,0.029411764705882353
3729160,Hamlet,Hamlet city,PLACE,NC,0.5756084297686206,0.6149140407362133,0.039305610967592663,0.5376443418013857,0.3619707467282525,0.061585835257890686,0.013856812933025405,0.007390300230946882,0,0.0012317167051578138,0.016320246343341033,0.49294605809128633,0.36846473029045645,0.058091286307053944,0.023070539419087138,0.004979253112033195,3.3195020746887966e-4,0.0033195020746887966,0.048796680497925314
3729640,Harmony,Harmony town,PLACE,NC,0.27876904962033744,0.38821905449908256,0.10945000487874512,0.8418079096045198,0.054613935969868174,0.09792843691148775,0.0018832391713747645,0,0,0,0.003766478342749529,0.7679558011049724,0.04604051565377532,0.13443830570902393,0.0055248618784530384,0.001841620626151013,0,0.001841620626151013,0.0423572744014733
3729680,Harrells,Harrells town,PLACE,NC,0.6229291245956279,0.6271875,0.004258375404372128,0.4900990099009901,0.32673267326732675,0.17326732673267325,0.009900990099009901,0,0,0,0,0.51875,0.3,0.10625,0.03125,0,0.00625,0,0.0375
3729720,Harrellsville,Harrellsville town,PLACE,NC,0.36044855820576704,0.4459515570934256,0.08550299888765855,0.7641509433962265,0.2358490566037736,0,0,0,0,0,0,0.7176470588235294,0.18823529411764706,0.03529411764705882,0.011764705882352941,0,0,0,0.047058823529411764
3729800,Harrisburg,Harrisburg town,PLACE,NC,0.4319136458687778,0.6253947033328183,0.19348105746404054,0.7335589102897796,0.16224188790560473,0.03652611487072705,0.004077737289606108,0.045288912024986985,0,0.0026028110359187923,0.015703626583376713,0.5591817367005852,0.1951283808720409,0.0599462223862498,0.002952496441187325,0.13597300574682342,2.6361575367743977e-4,0.004955976169135868,0.041598565930299994
3730040,Hassell,Hassell town,PLACE,NC,0.48611111111111105,0.49229487713452735,0.006183766023416304,0.4166666666666667,0.5833333333333334,0,0,0,0,0,0,0.22448979591836735,0.673469387755102,0.04081632653061224,0,0,0,0.02040816326530612,0.04081632653061224
3730120,Havelock,Havelock city,PLACE,NC,0.5460308209123721,0.6205488955145317,0.07451807460215965,0.6404629852905716,0.16759102965999517,0.11637328189052328,0.006269592476489028,0.027972027972027972,0.0028936580660718593,0.0022184711839884253,0.03621895346033277,0.569460321280308,0.1676794416701763,0.1446964683232056,0.003970880211780278,0.03140605258408038,0.005294506949040371,0.006497803982913182,0.07099452499849587
3730260,Haw River,Haw River town,PLACE,NC,0.4426310842061172,0.5488679492316284,0.10623686502551122,0.7232375979112271,0.09094865100087032,0.16057441253263707,0.004351610095735422,0.009138381201044387,0,0,0.01174934725848564,0.6287744227353463,0.11323268206039076,0.2024866785079929,0.0026642984014209592,0.0066607460035523975,0,0.0026642984014209592,0.043516873889875664
3730280,Hayesville,Hayesville town,PLACE,NC,0.07504058063915786,0.19777810192875067,0.12273752128959281,0.9614147909967846,0,0.022508038585209004,0.00964630225080386,0,0,0,0.006430868167202572,0.8937093275488069,0.013015184381778741,0.052060737527114966,0.0021691973969631237,0.008676789587852495,0,0.008676789587852495,0.021691973969631236
3730620,Hemby Bridge,Hemby Bridge town,PLACE,NC,0.2626108033240996,0.4072106060815449,0.14459980275744533,0.8546052631578948,0.06907894736842106,0.04407894736842105,0.009210526315789473,0.011842105263157895,0,0.0013157894736842105,0.009868421052631578,0.7589838909541512,0.06691449814126393,0.09665427509293681,0.0037174721189591076,0.022304832713754646,0,0.0024783147459727386,0.04894671623296159
3730660,Henderson,Henderson city,PLACE,NC,0.5154537925165321,0.5230394138364647,0.007585621319932567,0.2791514836022905,0.6343050494534097,0.06389901093180635,0.002407600208224883,0.008263925039042165,0,0.001041124414367517,0.010931806350858927,0.2292828685258964,0.6454183266932271,0.08426294820717131,0.002456839309428951,0.011354581673306772,1.3280212483399734e-4,0.00298804780876494,0.02410358565737052
3730720,Hendersonville,Hendersonville city,PLACE,NC,0.42380465925493704,0.4462182660266464,0.022413606771709338,0.7412651290248915,0.09005100098957144,0.13503844104437848,0.0024358681586359138,0.011418131993605847,0.0026642307985080306,0.00197914287889168,0.01514805511151709,0.724450023122151,0.069961022659708,0.1506242980775583,0.0019818986589152407,0.012221708396643985,0.0023122151020677807,0.0038316707405694657,0.03461716324238621
3730900,Hertford,Hertford town,PLACE,NC,0.5593059389445587,0.5845074639954059,0.025201525050847162,0.45823611759216054,0.47783481101259917,0.04759682687820812,0.0013999066728884741,0.003733084461035931,0,9.332711152589828e-4,0.01026598226784881,0.49431230610134436,0.40847983453981385,0.04705274043433299,0.002068252326783868,0.001034126163391934,0,0.0015511892450879006,0.045501551189245086
3731060,Hickory,Hickory city,PLACE,NC,0.48491119784412806,0.54415072676296,0.059239528918831885,0.6935766058485379,0.1409147713071732,0.11357160709822545,0.0018995251187203198,0.03136715821044739,2.2494376405898526e-4,0.0012496875781054736,0.017195701074731316,0.6461025523108761,0.1361232467233847,0.12814440101172683,0.002299379167624741,0.03814670039089446,8.047827086686594e-4,0.003954932168314555,0.04442400551851
3731360,Highlands,Highlands town,PLACE,NC,0.15615102790427482,0.23940813655602577,0.08325710865175096,0.9166666666666666,0,0.05735930735930736,0.0021645021645021645,0.006493506493506494,0,0.0021645021645021645,0.015151515151515152,0.8684701492537313,0.0065298507462686565,0.07182835820895522,9.328358208955224e-4,0.013059701492537313,0,0.009328358208955223,0.029850746268656716
3731400,High Point,High Point city,PLACE,NC,0.6287047443361091,0.6860604329700923,0.057355688633983215,0.5040863841488537,0.32559810675379175,0.08476492512287896,0.0041774056011727395,0.06038075710685919,3.640858092765232e-4,0.0026731563365302623,0.017955179120636957,0.43836961572519484,0.3167132799691388,0.11208234334861782,0.0035332591027450707,0.08754241226032142,4.1206743878168314e-4,0.007057750813175637,0.034289271342024745
3731440,High Shoals,High Shoals town,PLACE,NC,0.2854942859030254,0.3248810112280206,0.03938672532499521,0.8405172413793104,0.07183908045977011,0.041666666666666664,0.011494252873563218,0.0028735632183908046,0,0,0.031609195402298854,0.8151260504201681,0.06050420168067227,0.04201680672268908,0.005042016806722689,0.0016806722689075631,0,0.0033613445378151263,0.07226890756302522
3731500,Hildebran,Hildebran town,PLACE,NC,0.1660034663163047,0.2492762609695992,0.08327279465329451,0.912011863568957,0.016312407315867524,0.023727137913989126,0.003954522985664854,0.0365793376173999,4.943153732081067e-4,0,0.006920415224913495,0.8636092912447886,0.012507444907683145,0.03692674210839786,0.001786777843954735,0.04705181655747469,5.955926146515784e-4,0.00357355568790947,0.033948779035139966
3731620,Hillsborough,Hillsborough town,PLACE,NC,0.5503618483740864,0.5565819862916812,0.006220137917594792,0.599474289469361,0.2919336290455068,0.06637095449318219,0.00509282076556596,0.016592738623295546,1.642845408247084e-4,0.002135699030721209,0.018235584031542632,0.6289855072463768,0.18488612836438922,0.10217391304347827,0.0035196687370600416,0.02236024844720497,2.0703933747412008e-4,0.006728778467908903,0.05113871635610766
3731860,Hobgood,Hobgood town,PLACE,NC,0.5426740652662174,0.6320171530407663,0.08934308777454891,0.45977011494252873,0.4942528735632184,0.040229885057471264,0,0,0,0,0.005747126436781609,0.4925373134328358,0.3283582089552239,0.12686567164179105,0,0,0,0.018656716417910446,0.033582089552238806
3731920,Hoffman,Hoffman town,PLACE,NC,0.5615889212827987,0.6193310592706212,0.05774213798782246,0.35034013605442177,0.5595238095238095,0.027210884353741496,0.04081632653061224,0.006802721088435374,0,0.003401360544217687,0.011904761904761904,0.3588516746411483,0.49521531100478466,0.045454545454545456,0.05980861244019139,0.004784688995215311,0,0.004784688995215311,0.03110047846889952
3731960,Holden Beach,Holden Beach town,PLACE,NC,0.08101625708884697,0.13640227246737657,0.05538601537852961,0.9582608695652174,0.008695652173913044,0.02434782608695652,0.0017391304347826088,0,0,0,0.006956521739130435,0.9283387622149837,0.0054288816503800215,0.02280130293159609,0.0021715526601520088,0.0043431053203040176,0,0.0021715526601520088,0.03474484256243214
3732180,Holly Ridge,Holly Ridge town,PLACE,NC,0.31999397944053565,0.3984581233311649,0.07846414389062928,0.8178233438485805,0.08438485804416404,0.055993690851735015,0.0015772870662460567,0.01025236593059937,7.886435331230284e-4,7.886435331230284e-4,0.028391167192429023,0.7652841045312875,0.04555262526971949,0.0932630064732678,0.004075761208343323,0.016542795492687605,0.0031167585710860706,0.0028770079117717575,0.06928794054183648
3732260,Holly Springs,Holly Springs town,PLACE,NC,0.40429143396779377,0.4444605156367857,0.04016908166899191,0.7584039576659503,0.12379871051457768,0.06260897773812903,0.003041239203600827,0.029074246786423907,5.271481286241434e-4,0.0018652933782085073,0.020680426584485625,0.7335046921603336,0.0851621038337496,0.0701035427629186,0.001988409030286864,0.0542932660830767,3.394844685855622e-4,0.006086471543926866,0.04852203011712214
3732540,Hookerton,Hookerton town,PLACE,NC,0.6259168704156479,0.6196905651085485,-0.0062263053070994445,0.46454767726161367,0.3740831295843521,0.13447432762836187,0.0024449877750611247,0.012224938875305624,0,0.0024449877750611247,0.009779951100244499,0.4891041162227603,0.35351089588377727,0.1234866828087167,0.004842615012106538,0,0,0,0.029055690072639227
3732640,Hope Mills,Hope Mills town,PLACE,NC,0.598970610936059,0.6865257086874147,0.08755509775135573,0.5688587243015287,0.25599630996309963,0.10009225092250923,0.01772535582498682,0.017593568792830784,0.0021085925144965737,0.0023721665788086453,0.035253031101739586,0.43160377358490565,0.32592093441150044,0.12202380952380952,0.016004043126684638,0.02296720575022462,0.002751572327044025,0.006289308176100629,0.07243935309973046
3732840,Hot Springs,Hot Springs town,PLACE,NC,0.06949617346938763,0.20896449704142017,0.13946832357203254,0.9642857142857143,0.0017857142857142857,0.023214285714285715,0,0,0,0,0.010714285714285714,0.8846153846153846,0,0.01730769230769231,0.0019230769230769232,0.0038461538461538464,0,0.0019230769230769232,0.09038461538461538
3732980,Hudson,Hudson town,PLACE,NC,0.16344755458201676,0.22940511183897427,0.06595755725695751,0.9126059322033898,0.01774364406779661,0.057733050847457626,0.0013241525423728813,0.00211864406779661,7.944915254237289e-4,7.944915254237289e-4,0.006885593220338983,0.8743386243386243,0.016666666666666666,0.07037037037037037,0.0010582010582010583,0.004232804232804233,0,0.003968253968253968,0.029365079365079365
3733120,Huntersville,Huntersville town,PLACE,NC,0.3663615904804326,0.48681741447578,0.12045582399534738,0.7865862784084835,0.09236097748701173,0.07356808415111282,0.002287644581275522,0.026382742180317706,3.63457550296111e-4,0.0019455668868791824,0.016505248754623395,0.6976016684045881,0.11735857664233576,0.09687825860271115,0.0019062825860271116,0.04146571949947862,1.4663712200208552e-4,0.004203597497393118,0.04043925964546403
3733460,Indian Beach,Indian Beach town,PLACE,NC,0.052614795918367485,0.08707192985984025,0.03445713394147276,0.9732142857142857,0.008928571428571428,0,0,0.008928571428571428,0,0,0.008928571428571428,0.9551569506726457,0.004484304932735426,0.013452914798206279,0,0,0,0.008968609865470852,0.017937219730941704
3733560,Indian Trail,Indian Trail town,PLACE,NC,0.4119825204704619,0.5276191236506901,0.11563660318022817,0.75243152932752555,0.09669431350319231,0.10913538993973387,0.004445372635598782,0.017483143385643534,2.3867772540127693e-4,0.0031923145772420787,0.01637925890566263,0.6603495262144661,0.11300847563567268,0.1439607970597795,0.002875215641173088,0.027277045778433383,4.750356276720754e-4,0.007100532539940496,0.044953371502862716
3734000,Jackson,Jackson town,PLACE,NC,0.5046643031664064,0.56986479177934,0.0652004886129336,0.5594541910331384,0.4269005847953216,0.009746588693957114,0.001949317738791423,0,0,0,0.001949317738791423,0.5488372093023256,0.3558139534883721,0.01627906976744186,0.004651162790697674,0.013953488372093023,0,0.030232558139534883,0.030232558139534883
