place_id_2010,place,state,total,rc_white,rc_black,rc_am_indian,rc_asian,rc_pac_isl,rc_other,rc_multi,eth_hispanic,eth_non_hisp,eth_white_nh,eth_black_nh,eth_am_indian_nh,eth_asian_nh,eth_pac_isl_nh,eth_other_nh,eth_mult_nh
4541740,Lincolnville,SC,1139,508,552,5,2,0,44,28,68,1071,492,551,2,2,0,0,24
4541965,Little Mountain,SC,291,238,48,2,1,0,0,2,0,291,238,48,2,1,0,0,2
4542010,Little River,SC,8960,7978,593,48,77,0,152,112,290,8670,7859,587,45,77,0,4,98
4542100,Livingston,SC,136,101,34,0,0,0,0,1,0,136,101,34,0,0,0,0,1
4542190,Lockhart,SC,488,445,29,4,0,0,1,9,3,485,442,29,4,0,0,1,9
4542280,Lodge,SC,120,97,4,0,0,0,19,0,19,101,97,4,0,0,0,0,0
4542730,Loris,SC,2396,1292,951,8,29,2,64,50,106,2290,1264,944,8,28,2,7,37
4542820,Lowndesville,SC,128,100,25,0,0,0,1,2,4,124,97,25,0,0,0,0,2
4542865,Lowrys,SC,200,163,33,0,1,0,0,3,5,195,158,33,0,1,0,0,3
4543000,Lugoff,SC,7434,5942,1253,18,36,4,76,105,201,7233,5837,1246,16,35,3,11,85
4543090,Luray,SC,127,58,55,0,0,0,11,3,28,99,43,54,0,0,0,0,2
4543135,Lydia,SC,642,208,422,0,0,0,6,6,13,629,205,420,0,0,0,0,4
4543315,Lyman,SC,3243,2753,346,9,27,0,51,57,121,3122,2688,344,9,25,0,10,46
4543360,Lynchburg,SC,373,58,315,0,0,0,0,0,8,365,52,313,0,0,0,0,0
4543495,McBee,SC,867,490,350,5,0,0,11,11,23,844,477,350,5,0,0,1,11
4543585,McClellanville,SC,499,439,57,1,2,0,0,0,3,496,436,57,1,2,0,0,0
4543630,McColl,SC,2174,1235,493,364,3,0,14,65,42,2132,1226,492,350,3,0,1,60
4543675,McConnells,SC,255,189,65,0,0,0,0,1,2,253,187,65,0,0,0,0,1
4543720,McCormick,SC,2783,820,1900,5,14,5,13,26,45,2738,797,1892,4,14,2,8,21
4544350,Manning,SC,4108,1361,2577,3,98,0,27,42,79,4029,1335,2562,3,98,0,0,31
4544575,Marion,SC,6939,1930,4804,11,73,0,22,99,87,6852,1908,4784,10,73,0,3,74
4545115,Mauldin,SC,22889,15731,5152,62,808,18,619,499,1756,21133,14751,5090,45,803,16,60,368
4545295,Mayesville,SC,731,109,607,0,1,0,7,7,16,715,109,605,0,1,0,0,0
4545430,Mayo,SC,1592,1500,50,2,5,0,13,22,41,1551,1483,50,2,5,0,0,11
4545790,Meggett,SC,1226,1036,165,3,5,0,5,12,14,1212,1027,164,3,5,0,2,11
4547050,Modoc,SC,218,209,5,2,0,0,0,2,2,216,207,5,2,0,0,0,2
4547200,Monarch Mill,SC,1811,1480,299,1,4,1,0,26,15,1796,1466,299,1,4,1,0,25
4547275,Moncks Corner,SC,7885,4550,2835,37,42,2,259,160,400,7485,4471,2811,22,42,2,7,130
4547320,Monetta,SC,236,173,44,0,0,0,9,10,32,204,152,43,0,0,0,0,9
4548310,Mount Carmel,SC,216,19,192,0,4,0,0,1,0,216,19,192,0,4,0,0,1
4548355,Mount Croghan,SC,195,160,15,0,0,0,11,9,15,180,156,15,0,0,0,1,8
4548535,Mount Pleasant,SC,67843,61938,3439,166,1115,25,396,764,1850,65993,60653,3403,131,1103,20,55,628
4548670,Mountville,SC,108,87,14,0,1,0,6,0,6,102,87,14,0,1,0,0,0
4548737,Mulberry,SC,529,248,213,0,0,0,59,9,69,460,247,211,0,0,0,0,2
4548805,Mullins,SC,4663,1456,3066,18,47,1,12,63,36,4627,1441,3058,18,47,1,0,62
4548900,Murphys Estates,SC,1441,1291,123,6,7,0,6,8,19,1422,1280,122,6,7,0,0,7
4548985,Murrells Inlet,SC,7547,6842,493,22,71,2,55,62,168,7379,6749,491,22,71,2,2,42
4549075,Myrtle Beach,SC,27109,19588,3764,199,399,81,2347,731,3708,23401,18380,3712,139,397,67,110,596
4549390,Neeses,SC,374,285,75,2,3,0,6,3,6,368,285,75,2,3,0,0,3
4549570,Newberry,SC,10277,4669,4683,41,63,13,626,182,882,9395,4512,4642,25,62,2,12,140
4549705,New Ellenton,SC,2052,1194,753,3,9,0,33,60,67,1985,1169,751,2,9,0,4,50
4549885,Newport,SC,4136,3477,493,23,53,1,15,74,96,4040,3409,489,23,53,1,2,63
4549975,Newry,SC,172,166,0,0,1,0,0,5,1,171,166,0,0,1,0,0,4
4550110,Nichols,SC,368,217,149,0,1,0,1,0,1,367,217,149,0,1,0,0,0
